Wellname,Date_time,Temperature,Poly_1,SGx1000,Velocity_bph
Woody East,8/1/2019 11:15:58,94.8416,-12.667,933.449,213
Woody East,8/1/2019 11:16:00,94.8416,-12.642,933.529,213
Woody East,8/1/2019 11:16:02,94.8416,-12.626,933.564,213
Woody East,8/1/2019 11:16:04,94.8416,-12.607,933.496,213
Woody East,8/1/2019 11:16:06,94.8416,-12.598,933.593,213
Woody East,8/1/2019 11:16:08,94.8416,-12.588,933.584,213
Woody East,8/1/2019 11:16:10,94.8416,-12.585,933.52,213
Woody East,8/1/2019 11:16:12,94.8416,-12.582,933.583,213
Woody East,8/1/2019 11:16:14,94.8416,-12.569,933.832,213
Woody East,8/1/2019 11:16:16,94.8416,-12.551,933.948,213
Woody East,8/1/2019 11:16:18,94.8416,-12.532,934.043,213
Woody East,8/1/2019 11:16:20,94.8416,-12.515,934,213
Woody East,8/1/2019 11:16:22,94.8416,-12.518,933.601,213
Woody East,8/1/2019 11:16:24,94.8416,-12.533,933.638,213
Woody East,8/1/2019 11:16:26,94.8416,-12.544,933.415,213
Woody East,8/1/2019 11:16:28,94.8416,-12.563,933.314,213
Woody East,8/1/2019 11:16:30,94.8416,-12.578,933.399,213
Woody East,8/1/2019 11:16:32,94.8416,-12.587,933.334,213
Woody East,8/1/2019 11:16:34,94.8416,-12.595,933.3,213
Woody East,8/1/2019 11:16:36,94.8416,-12.602,933.414,213
Woody East,8/1/2019 11:16:38,94.8416,-12.594,933.485,213
Woody East,8/1/2019 11:16:40,94.8416,-12.592,933.534,213
Woody East,8/1/2019 11:16:42,94.8416,-12.592,933.365,213
Woody East,8/1/2019 11:16:44,94.8416,-12.593,933.502,213
Woody East,8/1/2019 11:16:46,94.8416,-12.59,933.502,213
Woody East,8/1/2019 11:16:48,94.8416,-12.593,933.279,213
Woody East,8/1/2019 11:16:50,94.8416,-12.604,933.327,213
Woody East,8/1/2019 11:16:52,94.8416,-12.597,933.576,213
Woody East,8/1/2019 11:16:54,94.8416,-12.585,933.772,213
Woody East,8/1/2019 11:16:56,94.8416,-12.565,933.899,213
Woody East,8/1/2019 11:16:58,94.8416,-12.547,933.924,213
Woody East,8/1/2019 11:17:00,94.8416,-12.53,934.01,213
Woody East,8/1/2019 11:17:02,94.8416,-12.511,934.228,213
Woody East,8/1/2019 11:17:04,94.8416,-12.482,934.503,213
Woody East,8/1/2019 11:17:06,94.8416,-12.449,934.503,213
Woody East,8/1/2019 11:17:08,94.8416,-12.436,934.399,213
Woody East,8/1/2019 11:17:10,94.8416,-12.427,934.383,213
Woody East,8/1/2019 11:17:12,94.8416,-12.424,934.316,213
Woody East,8/1/2019 11:17:14,94.8416,-12.419,934.451,213
Woody East,8/1/2019 11:17:16,94.8416,-12.405,934.581,213
Woody East,8/1/2019 11:17:18,94.8416,-12.402,934.304,213
Woody East,8/1/2019 11:17:20,94.8416,-12.421,933.911,213
Woody East,8/1/2019 11:17:22,94.8416,-12.448,933.729,213
Woody East,8/1/2019 11:17:24,94.8416,-12.485,933.405,213
Woody East,8/1/2019 11:17:26,94.8416,-12.527,933.047,213
Woody East,8/1/2019 11:17:28,94.8416,-12.568,933.032,213
Woody East,8/1/2019 11:17:30,94.8416,-12.597,933.117,213
Woody East,8/1/2019 11:17:32,94.8416,-12.609,933.306,213
Woody East,8/1/2019 11:17:34,94.8416,-12.606,933.48,213
Woody East,8/1/2019 11:17:36,94.8416,-12.603,933.474,213
Woody East,8/1/2019 11:17:38,94.8416,-12.596,933.569,213
Woody East,8/1/2019 11:17:40,94.8416,-12.581,933.817,213
Woody East,8/1/2019 11:17:42,94.8416,-12.564,933.706,213
Woody East,8/1/2019 11:17:44,94.8416,-12.567,933.443,213
Woody East,8/1/2019 11:17:46,94.8416,-12.583,933.268,213
Woody East,8/1/2019 11:17:48,94.8416,-12.588,933.492,213
Woody East,8/1/2019 11:17:50,94.8416,-12.587,933.462,213
Woody East,8/1/2019 11:17:52,94.8416,-12.585,933.586,213
Woody East,8/1/2019 11:17:54,94.8416,-12.581,933.534,213
Woody East,8/1/2019 11:17:56,94.8416,-12.58,933.543,213
Woody East,8/1/2019 11:17:58,94.8416,-12.579,933.528,213
Woody East,8/1/2019 11:18:00,94.8416,-12.569,933.794,213
Woody East,8/1/2019 11:18:02,94.8416,-12.557,933.794,213
Woody East,8/1/2019 11:18:04,94.8416,-12.548,933.816,213
Woody East,8/1/2019 11:18:06,94.8416,-12.539,933.812,213
Woody East,8/1/2019 11:18:08,94.8416,-12.544,933.562,213
Woody East,8/1/2019 11:18:10,94.8416,-12.54,933.988,213
Woody East,8/1/2019 11:18:12,94.8416,-12.529,933.842,213
Woody East,8/1/2019 11:18:14,94.8416,-12.52,933.965,213
Woody East,8/1/2019 11:18:16,94.8416,-12.514,933.979,213
Woody East,8/1/2019 11:18:18,94.8416,-12.501,934.133,213
Woody East,8/1/2019 11:18:20,94.8416,-12.482,934.293,213
Woody East,8/1/2019 11:18:22,94.8416,-12.472,934.175,213
Woody East,8/1/2019 11:18:24,94.8416,-12.466,933.979,213
Woody East,8/1/2019 11:18:26,94.8416,-12.478,933.957,213
Woody East,8/1/2019 11:18:28,94.8416,-12.474,934.213,213
Woody East,8/1/2019 11:18:30,94.8416,-12.458,934.348,213
Woody East,8/1/2019 11:18:32,94.8416,-12.447,934.321,213
Woody East,8/1/2019 11:18:34,94.8416,-12.438,934.388,213
Woody East,8/1/2019 11:18:36,94.8416,-12.424,934.534,213
Woody East,8/1/2019 11:18:38,94.8416,-12.417,934.325,213
Woody East,8/1/2019 11:18:40,94.8416,-12.422,934.215,213
Woody East,8/1/2019 11:18:42,94.8416,-12.427,934.193,213
Woody East,8/1/2019 11:18:44,94.8416,-12.434,934.115,213
Woody East,8/1/2019 11:18:46,94.8416,-12.435,934.319,213
Woody East,8/1/2019 11:18:48,94.8416,-12.426,934.531,213
Woody East,8/1/2019 11:18:50,94.8416,-12.406,934.639,213
Woody East,8/1/2019 11:18:52,94.8416,-12.393,934.544,213
Woody East,8/1/2019 11:18:54,94.8416,-12.396,934.194,213
Woody East,8/1/2019 11:18:56,94.8416,-12.421,933.892,213
Woody East,8/1/2019 11:18:58,94.8416,-12.445,933.791,213
Woody East,8/1/2019 11:19:00,94.8416,-12.463,934.065,213
Woody East,8/1/2019 11:19:02,94.8416,-12.457,934.302,213
Woody East,8/1/2019 11:19:04,94.8416,-12.451,934.242,213
Woody East,8/1/2019 11:19:06,94.8416,-12.445,934.219,213
Woody East,8/1/2019 11:19:08,94.8416,-12.447,934.176,213
Woody East,8/1/2019 11:19:10,94.8416,-12.447,934.199,213
Woody East,8/1/2019 11:19:12,94.8416,-12.45,934.084,213
Woody East,8/1/2019 11:19:14,94.8416,-12.456,934.028,213
Woody East,8/1/2019 11:19:16,94.8416,-12.462,934.049,213
Woody East,8/1/2019 11:19:18,94.8416,-12.469,933.852,213
Woody East,8/1/2019 11:19:20,94.8416,-12.486,933.684,213
Woody East,8/1/2019 11:19:22,94.8416,-12.505,933.608,213
Woody East,8/1/2019 11:19:24,94.8416,-12.524,933.593,213
Woody East,8/1/2019 11:19:26,94.8416,-12.532,933.702,213
Woody East,8/1/2019 11:19:28,94.8416,-12.539,933.634,213
Woody East,8/1/2019 11:19:30,94.8416,-12.538,933.751,213
Woody East,8/1/2019 11:19:32,94.8416,-12.546,933.487,213
Woody East,8/1/2019 11:19:34,94.8416,-12.56,933.352,213
Woody East,8/1/2019 11:19:36,94.8416,-12.57,933.562,213
Woody East,8/1/2019 11:19:38,94.8416,-12.565,933.612,213
Woody East,8/1/2019 11:19:40,94.8416,-12.567,933.569,213
Woody East,8/1/2019 11:19:42,94.8416,-12.562,933.756,213
Woody East,8/1/2019 11:19:44,94.8416,-12.549,933.86,213
Woody East,8/1/2019 11:19:46,94.8416,-12.54,933.817,213
Woody East,8/1/2019 11:19:48,94.8416,-12.531,933.98,213
Woody East,8/1/2019 11:19:50,94.8416,-12.508,934.324,213
Woody East,8/1/2019 11:19:52,94.8416,-12.484,934.211,213
Woody East,8/1/2019 11:19:54,94.8416,-12.468,934.352,213
Woody East,8/1/2019 11:22:20,94.8416,-12.381,934.486,213
Woody East,8/1/2019 11:22:22,94.8416,-12.388,934.288,213
Woody East,8/1/2019 11:22:24,94.8416,-12.391,934.492,213
Woody East,8/1/2019 11:22:26,94.8416,-12.391,934.442,213
Woody East,8/1/2019 11:22:28,94.8416,-12.388,934.496,213
Woody East,8/1/2019 11:22:30,94.8416,-12.389,934.442,213
Woody East,8/1/2019 11:22:32,94.8416,-12.386,934.599,213
Woody East,8/1/2019 11:22:34,94.8416,-12.379,934.634,213
Woody East,8/1/2019 11:22:36,94.8416,-12.378,934.389,213
Woody East,8/1/2019 11:22:38,94.8416,-12.388,934.329,213
Woody East,8/1/2019 11:22:40,94.8416,-12.401,934.245,213
Woody East,8/1/2019 11:22:42,94.8416,-12.401,934.585,213
Woody East,8/1/2019 11:22:44,94.8416,-12.382,934.731,213
Woody East,8/1/2019 11:22:46,94.8416,-12.379,934.372,213
Woody East,8/1/2019 11:22:48,94.8416,-12.395,934.168,213
Woody East,8/1/2019 11:22:50,94.8416,-12.408,934.256,213
Woody East,8/1/2019 11:22:52,94.8416,-12.415,934.24,213
Woody East,8/1/2019 11:22:54,94.8416,-12.415,934.436,213
Woody East,8/1/2019 11:22:56,94.8416,-12.416,934.176,213
Woody East,8/1/2019 11:22:58,94.8416,-12.426,934.148,213
Woody East,8/1/2019 11:23:00,94.8416,-12.437,933.966,213
Woody East,8/1/2019 11:23:02,94.8416,-12.46,933.701,213
Woody East,8/1/2019 11:23:04,94.8416,-12.478,933.887,213
Woody East,8/1/2019 11:23:06,94.8416,-12.482,934.031,213
Woody East,8/1/2019 11:23:08,94.8416,-12.474,934.283,213
Woody East,8/1/2019 11:23:10,94.8416,-12.451,934.567,213
Woody East,8/1/2019 11:23:12,94.8416,-12.421,934.802,213
Woody East,8/1/2019 11:23:14,94.8416,-12.389,934.899,213
Woody East,8/1/2019 11:23:16,94.8416,-12.372,934.729,213
Woody East,8/1/2019 11:23:18,94.8416,-12.366,934.608,213
Woody East,8/1/2019 11:23:20,94.8416,-12.365,934.628,213
Woody East,8/1/2019 11:23:22,94.8416,-12.37,934.5,213
Woody East,8/1/2019 11:23:24,94.8416,-12.367,934.69,213
Woody East,8/1/2019 11:23:26,94.8416,-12.37,934.38,213
Woody East,8/1/2019 11:23:28,94.8416,-12.39,934.136,213
Woody East,8/1/2019 11:23:30,94.8416,-12.421,933.698,213
Woody East,8/1/2019 11:23:32,94.8416,-12.46,933.583,213
Woody East,8/1/2019 11:23:34,94.8416,-12.491,933.568,213
Woody East,8/1/2019 11:23:36,94.8416,-12.51,933.733,213
Woody East,8/1/2019 11:23:38,94.8416,-12.509,933.977,213
Woody East,8/1/2019 11:23:40,94.8416,-12.497,934.129,213
Woody East,8/1/2019 11:23:42,94.8416,-12.478,934.378,213
Woody East,8/1/2019 11:23:44,94.8416,-12.46,934.306,213
Woody East,8/1/2019 11:23:46,94.8416,-12.44,934.528,213
Woody East,8/1/2019 11:23:48,94.8416,-12.417,934.742,213
Woody East,8/1/2019 11:23:50,94.8416,-12.394,934.805,213
Woody East,8/1/2019 11:23:52,94.8416,-12.372,934.77,213
Woody East,8/1/2019 11:23:54,94.8416,-12.37,934.581,213
Woody East,8/1/2019 11:23:56,94.8416,-12.36,934.901,213
Woody East,8/1/2019 11:23:58,94.8416,-12.339,935.021,213
Woody East,8/1/2019 11:24:00,94.8416,-12.32,935.162,213
Woody East,8/1/2019 11:24:02,94.8416,-12.289,935.47,213
Woody East,8/1/2019 11:24:04,94.8416,-12.261,935.433,213
Woody East,8/1/2019 11:24:06,94.8416,-12.242,935.459,213
Woody East,8/1/2019 11:24:08,94.8416,-12.226,935.529,213
Woody East,8/1/2019 11:24:10,94.8416,-12.216,935.371,213
Woody East,8/1/2019 11:24:12,94.8416,-12.237,934.721,213
Woody East,8/1/2019 11:24:14,94.8416,-12.266,934.809,213
Woody East,8/1/2019 11:24:16,94.8416,-12.279,934.834,213
Woody East,8/1/2019 11:24:18,94.8416,-12.284,935.033,213
Woody East,8/1/2019 11:24:20,94.8416,-12.281,935.034,213
Woody East,8/1/2019 11:24:22,94.8416,-12.28,935.038,213
Woody East,8/1/2019 11:24:24,94.8416,-12.278,935.021,213
Woody East,8/1/2019 11:24:26,94.8416,-12.279,935.071,213
Woody East,8/1/2019 11:24:28,94.8416,-12.272,935.164,213
Woody East,8/1/2019 11:24:30,94.8416,-12.274,934.886,213
Woody East,8/1/2019 11:24:32,94.8416,-12.298,934.443,213
Woody East,8/1/2019 11:24:34,94.8416,-12.327,934.44,213
Woody East,8/1/2019 11:24:36,94.8416,-12.346,934.463,213
Woody East,8/1/2019 11:24:38,94.8416,-12.354,934.546,213
Woody East,8/1/2019 11:24:40,94.8416,-12.369,934.219,213
Woody East,8/1/2019 11:24:42,94.8416,-12.4,933.973,213
Woody East,8/1/2019 11:24:44,94.8416,-12.413,934.307,213
Woody East,8/1/2019 11:24:46,94.8416,-12.416,934.359,213
Woody East,8/1/2019 11:24:48,94.8416,-12.415,934.279,213
Woody East,8/1/2019 11:24:50,94.8416,-12.425,934.11,213
Woody East,8/1/2019 11:24:52,94.8416,-12.434,934.132,213
Woody East,8/1/2019 11:24:54,94.8416,-12.432,934.433,213
Woody East,8/1/2019 11:24:56,94.8416,-12.413,934.699,213
Woody East,8/1/2019 11:24:58,94.8416,-12.387,934.913,213
Woody East,8/1/2019 11:36:43,94.8416,-39.298,812.295,213
Woody East,8/1/2019 11:36:45,94.8416,-16.134,915.97,213
Woody East,8/1/2019 11:36:47,94.8416,-16.288,915.222,213
Woody East,8/1/2019 11:36:49,94.8416,-16.279,915.553,213
Woody East,8/1/2019 11:36:51,94.8416,-16.248,916.111,213
Woody East,8/1/2019 11:36:53,94.8416,-16.193,916.576,213
Woody East,8/1/2019 11:36:55,94.8416,-16.116,917.262,213
Woody East,8/1/2019 11:36:57,94.8416,-16.036,917.723,213
Woody East,8/1/2019 11:36:59,94.8416,-15.944,918.338,213
