calc_days,data_well_name_id,total_fluid_bpd
4.292,COOPER 84H,6120
4.333,COOPER 11H,5448
4.333,COOPER 12H,6264
4.333,COOPER 13H,5352
4.333,COOPER 14H,6360
4.333,COOPER 15H,9552
4.333,COOPER 81H,6528
4.333,COOPER 82H,6600
4.333,COOPER 83H,4536
4.333,COOPER 84H,6048
4.375,COOPER 11H,5472
4.375,COOPER 12H,6192
4.375,COOPER 13H,5352
4.375,COOPER 14H,6432
4.375,COOPER 15H,9456
4.375,COOPER 81H,6336
4.375,COOPER 82H,6576
4.375,COOPER 83H,4512
4.375,COOPER 84H,6072
4.417,COOPER 11H,5448
4.417,COOPER 12H,6264
4.417,COOPER 13H,5400
4.417,COOPER 14H,6480
4.417,COOPER 15H,9528
4.417,COOPER 81H,6480
4.417,COOPER 82H,6600
4.417,COOPER 83H,4536
4.417,COOPER 84H,6120
4.458,COOPER 11H,5328
4.458,COOPER 12H,6192
4.458,COOPER 13H,5328
4.458,COOPER 14H,7152
4.458,COOPER 15H,9456
4.458,COOPER 81H,6456
4.458,COOPER 82H,6552
4.458,COOPER 83H,4512
4.458,COOPER 84H,6192
4.500,COOPER 11H,5400
4.500,COOPER 12H,6240
4.500,COOPER 13H,5352
4.500,COOPER 14H,6384
4.500,COOPER 15H,9216
4.500,COOPER 81H,6408
4.500,COOPER 82H,6600
4.500,COOPER 83H,4440
4.500,COOPER 84H,6120
4.542,COOPER 11H,5472
4.542,COOPER 12H,6144
4.542,COOPER 13H,5400
4.542,COOPER 14H,6456
4.542,COOPER 15H,9480
4.542,COOPER 81H,6312
4.542,COOPER 82H,6552
4.542,COOPER 83H,4440
4.542,COOPER 84H,6072
4.583,COOPER 11H,5448
4.583,COOPER 12H,6168
4.583,COOPER 13H,5424
4.583,COOPER 14H,6480
4.583,COOPER 15H,9312
4.583,COOPER 81H,6288
4.583,COOPER 82H,6600
4.583,COOPER 83H,4440
4.583,COOPER 84H,6096
4.625,COOPER 11H,5352
4.625,COOPER 12H,6168
4.625,COOPER 13H,5376
4.625,COOPER 14H,6456
4.625,COOPER 15H,9408
4.625,COOPER 81H,6168
4.625,COOPER 82H,6600
4.625,COOPER 83H,4464
4.625,COOPER 84H,6096
4.667,COOPER 11H,5280
4.667,COOPER 12H,6144
4.667,COOPER 13H,5424
4.667,COOPER 14H,6384
4.667,COOPER 15H,9216
4.667,COOPER 81H,6360
4.667,COOPER 82H,6600
4.667,COOPER 83H,4440
4.667,COOPER 84H,6048
4.708,COOPER 11H,5352
4.708,COOPER 12H,6168
4.708,COOPER 13H,5376
4.708,COOPER 14H,6336
4.708,COOPER 15H,9192
4.708,COOPER 81H,6264
4.708,COOPER 82H,6600
4.708,COOPER 83H,4728
4.708,COOPER 84H,6024
4.750,COOPER 11H,5304
4.750,COOPER 12H,6216
4.750,COOPER 13H,5376
4.750,COOPER 14H,6312
4.750,COOPER 15H,9096
4.750,COOPER 81H,6240
4.750,COOPER 82H,6576
4.750,COOPER 83H,4944
4.750,COOPER 84H,6024
4.792,COOPER 11H,6360
4.792,COOPER 12H,6360
4.792,COOPER 13H,5448
4.792,COOPER 14H,6360
4.792,COOPER 15H,12120
4.792,COOPER 81H,6288
4.792,COOPER 82H,6576
4.792,COOPER 83H,5256
4.792,COOPER 84H,5976
4.833,COOPER 11H,6264
4.833,COOPER 12H,6336
4.833,COOPER 13H,5376
4.833,COOPER 14H,6312
4.833,COOPER 15H,11424
4.833,COOPER 81H,6240
4.833,COOPER 82H,6576
4.833,COOPER 83H,5328
4.833,COOPER 84H,5976
4.875,COOPER 11H,6264
4.875,COOPER 12H,6432
4.875,COOPER 13H,5736
4.875,COOPER 14H,6336
4.875,COOPER 15H,11088
4.875,COOPER 81H,6216
4.875,COOPER 82H,6552
4.875,COOPER 83H,5760
4.875,COOPER 84H,6000
4.917,COOPER 11H,6384
4.917,COOPER 12H,6432
4.917,COOPER 13H,5736
4.917,COOPER 14H,6312
4.917,COOPER 15H,10800
4.917,COOPER 81H,6240
4.917,COOPER 82H,6576
4.917,COOPER 83H,5904
4.917,COOPER 84H,5952
4.958,COOPER 11H,6312
4.958,COOPER 12H,6408
4.958,COOPER 13H,5784
4.958,COOPER 14H,6264
4.958,COOPER 15H,12624
4.958,COOPER 81H,6192
4.958,COOPER 82H,6504
4.958,COOPER 83H,5952
4.958,COOPER 84H,5928
5.000,COOPER 11H,6216
5.000,COOPER 12H,6384
5.000,COOPER 13H,5784
5.000,COOPER 14H,6240
5.000,COOPER 15H,12696
5.000,COOPER 81H,6264
5.000,COOPER 82H,6528
5.000,COOPER 83H,6144
5.000,COOPER 84H,5952
5.042,COOPER 11H,6216
5.042,COOPER 12H,6408
5.042,COOPER 13H,5856
5.042,COOPER 14H,6240
5.042,COOPER 15H,12624
5.042,COOPER 81H,6216
5.042,COOPER 82H,6576
5.042,COOPER 83H,6432
5.042,COOPER 84H,5880
5.083,COOPER 11H,6336
5.083,COOPER 12H,6432
5.083,COOPER 13H,5760
5.083,COOPER 14H,6240
5.083,COOPER 15H,12360
5.083,COOPER 81H,6192
5.083,COOPER 82H,6552
5.083,COOPER 83H,6504
5.083,COOPER 84H,5904
5.125,COOPER 11H,6312
5.125,COOPER 12H,6504
5.125,COOPER 13H,5928
5.125,COOPER 14H,6144
5.125,COOPER 15H,12312
5.125,COOPER 81H,6144
5.125,COOPER 82H,6600
5.125,COOPER 83H,6576
5.125,COOPER 84H,5904
5.167,COOPER 11H,6480
5.167,COOPER 12H,6600
5.167,COOPER 13H,6192
5.167,COOPER 14H,6072
5.167,COOPER 15H,12288
5.167,COOPER 81H,6216
5.167,COOPER 82H,6504
5.167,COOPER 83H,6624
5.167,COOPER 84H,5904
5.208,COOPER 11H,6336
5.208,COOPER 12H,6576
5.208,COOPER 13H,6288
5.208,COOPER 14H,6024
5.208,COOPER 15H,12072
5.208,COOPER 81H,6048
5.208,COOPER 82H,6648
5.208,COOPER 83H,6576
5.208,COOPER 84H,5784
5.250,COOPER 11H,6504
5.250,COOPER 12H,6552
5.250,COOPER 13H,6312
5.250,COOPER 14H,6048
5.250,COOPER 15H,12048
5.250,COOPER 81H,6024
5.250,COOPER 82H,6576
5.250,COOPER 83H,6600
5.250,COOPER 84H,5856
5.292,COOPER 11H,6480
5.292,COOPER 12H,6672
5.292,COOPER 13H,6240
5.292,COOPER 14H,6000
5.292,COOPER 15H,11904
5.292,COOPER 81H,6168
5.292,COOPER 82H,6600
5.292,COOPER 83H,6576
5.292,COOPER 84H,5808
5.333,COOPER 11H,6336
5.333,COOPER 12H,6624
5.333,COOPER 13H,6336
5.333,COOPER 14H,6048
5.333,COOPER 15H,12120
5.333,COOPER 81H,6072
5.333,COOPER 82H,6600
5.333,COOPER 83H,6576
5.333,COOPER 84H,5784
5.375,COOPER 11H,6336
5.375,COOPER 12H,6576
5.375,COOPER 13H,6264
5.375,COOPER 14H,6024
5.375,COOPER 15H,12072
5.375,COOPER 81H,6096
5.375,COOPER 82H,6600
5.375,COOPER 83H,6552
5.375,COOPER 84H,5784
5.417,COOPER 11H,6408
5.417,COOPER 12H,6600
5.417,COOPER 13H,6288
5.417,COOPER 14H,6288
5.417,COOPER 15H,11880
5.417,COOPER 81H,6120
5.417,COOPER 82H,6600
5.417,COOPER 83H,6600
5.417,COOPER 84H,5856
5.458,COOPER 11H,6192
5.458,COOPER 12H,6480
5.458,COOPER 13H,6288
5.458,COOPER 14H,6360
5.458,COOPER 15H,11952
5.458,COOPER 81H,6288
5.458,COOPER 82H,6672
5.458,COOPER 83H,6600
5.458,COOPER 84H,5736
5.500,COOPER 11H,6312
5.500,COOPER 12H,6600
5.500,COOPER 13H,6288
5.500,COOPER 14H,6264
5.500,COOPER 15H,11928
5.500,COOPER 81H,6192
5.500,COOPER 82H,6648
5.500,COOPER 83H,6576
5.500,COOPER 84H,5760
5.542,COOPER 11H,6168
5.542,COOPER 12H,6504
5.542,COOPER 13H,6288
5.542,COOPER 14H,6312
5.542,COOPER 15H,11952
5.542,COOPER 81H,6096
5.542,COOPER 82H,6528
5.542,COOPER 83H,6528
5.542,COOPER 84H,5664
5.583,COOPER 11H,6240
5.583,COOPER 12H,6576
5.583,COOPER 13H,6336
5.583,COOPER 14H,6312
5.583,COOPER 15H,11904
5.583,COOPER 81H,6264
5.583,COOPER 82H,6624
5.583,COOPER 83H,6576
5.583,COOPER 84H,5880
5.625,COOPER 11H,6216
5.625,COOPER 12H,6552
5.625,COOPER 13H,6264
5.625,COOPER 14H,6288
5.625,COOPER 15H,11928
5.625,COOPER 81H,6216
5.625,COOPER 82H,6624
5.625,COOPER 83H,6528
5.625,COOPER 84H,5712
5.667,COOPER 11H,6240
5.667,COOPER 12H,6600
5.667,COOPER 13H,6240
5.667,COOPER 14H,6240
5.667,COOPER 15H,11976
5.667,COOPER 81H,6048
5.667,COOPER 82H,6624
5.667,COOPER 83H,6528
5.667,COOPER 84H,5688
5.708,COOPER 11H,6144
5.708,COOPER 12H,6528
5.708,COOPER 13H,6192
5.708,COOPER 14H,6144
5.708,COOPER 15H,11808
5.708,COOPER 81H,6192
5.708,COOPER 82H,6624
5.708,COOPER 83H,6528
5.708,COOPER 84H,5688
5.750,COOPER 11H,6216
5.750,COOPER 12H,6528
5.750,COOPER 13H,6240
5.750,COOPER 14H,6216
5.750,COOPER 15H,11904
5.750,COOPER 81H,6144
5.750,COOPER 82H,6528
5.750,COOPER 83H,6480
5.750,COOPER 84H,5760
5.792,COOPER 11H,6144
5.792,COOPER 12H,6552
5.792,COOPER 13H,6216
5.792,COOPER 14H,6264
5.792,COOPER 15H,11976
5.792,COOPER 81H,6120
5.792,COOPER 82H,6576
5.792,COOPER 83H,6456
5.792,COOPER 84H,5688
5.833,COOPER 11H,6192
5.833,COOPER 12H,6552
5.833,COOPER 13H,6216
5.833,COOPER 14H,6192
5.833,COOPER 15H,12024
5.833,COOPER 81H,6048
5.833,COOPER 82H,6576
5.833,COOPER 83H,6696
5.833,COOPER 84H,5664
5.875,COOPER 11H,6168
5.875,COOPER 12H,6552
5.875,COOPER 13H,6336
5.875,COOPER 14H,6240
5.875,COOPER 15H,11832
5.875,COOPER 81H,6120
5.875,COOPER 82H,6552
5.875,COOPER 83H,6696
5.875,COOPER 84H,5688
5.917,COOPER 11H,6072
5.917,COOPER 12H,6528
5.917,COOPER 13H,6384
5.917,COOPER 14H,6168
5.917,COOPER 15H,11904
5.917,COOPER 81H,6096
5.917,COOPER 82H,6480
5.917,COOPER 83H,6744
5.917,COOPER 84H,5616
5.958,COOPER 11H,6168
5.958,COOPER 12H,6552
5.958,COOPER 13H,6480
5.958,COOPER 14H,6216
5.958,COOPER 15H,11808
5.958,COOPER 81H,6048
5.958,COOPER 82H,6504
5.958,COOPER 83H,6792
5.958,COOPER 84H,5592
6.000,COOPER 11H,6144
6.000,COOPER 12H,6528
6.000,COOPER 13H,6648
6.000,COOPER 14H,6120
6.000,COOPER 15H,11712
6.000,COOPER 81H,6024
6.000,COOPER 82H,6480
6.000,COOPER 83H,6744
6.000,COOPER 84H,5592
6.042,COOPER 11H,6120
6.042,COOPER 12H,6576
6.042,COOPER 13H,6624
6.042,COOPER 14H,8304
6.042,COOPER 15H,11664
6.042,COOPER 81H,6048
6.042,COOPER 82H,6456
6.042,COOPER 83H,6744
6.042,COOPER 84H,6480
6.083,COOPER 11H,6048
6.083,COOPER 12H,6528
6.083,COOPER 13H,6648
6.083,COOPER 14H,8160
6.083,COOPER 15H,11640
6.083,COOPER 81H,5952
6.083,COOPER 82H,6528
6.083,COOPER 83H,6768
6.083,COOPER 84H,6408
6.125,COOPER 11H,6144
6.125,COOPER 12H,6528
6.125,COOPER 13H,6528
6.125,COOPER 14H,8136
6.125,COOPER 15H,11640
6.125,COOPER 81H,5952
6.125,COOPER 82H,6432
6.125,COOPER 83H,6672
6.125,COOPER 84H,6768
6.167,COOPER 11H,6216
6.167,COOPER 12H,6408
6.167,COOPER 13H,6600
6.167,COOPER 14H,8064
6.167,COOPER 15H,11640
6.167,COOPER 81H,6000
6.167,COOPER 82H,6504
6.167,COOPER 83H,6744
6.167,COOPER 84H,6816
6.208,COOPER 11H,6192
6.208,COOPER 12H,6456
6.208,COOPER 13H,6552
6.208,COOPER 14H,7992
6.208,COOPER 15H,11520
6.208,COOPER 81H,5928
6.208,COOPER 82H,6384
6.208,COOPER 83H,6744
6.208,COOPER 84H,6840
6.250,COOPER 11H,6144
6.250,COOPER 12H,6504
6.250,COOPER 13H,6648
6.250,COOPER 14H,7992
6.250,COOPER 15H,11616
6.250,COOPER 81H,5904
6.250,COOPER 82H,6408
6.250,COOPER 83H,6720
6.250,COOPER 84H,6816
6.292,COOPER 11H,6312
6.292,COOPER 12H,6432
6.292,COOPER 13H,6624
6.292,COOPER 14H,8016
6.292,COOPER 15H,11496
6.292,COOPER 81H,5856
6.292,COOPER 82H,6336
6.292,COOPER 83H,6744
6.292,COOPER 84H,6720
6.333,COOPER 11H,6240
6.333,COOPER 12H,6432
6.333,COOPER 13H,6552
6.333,COOPER 14H,7968
6.333,COOPER 15H,11472
6.333,COOPER 81H,5856
6.333,COOPER 82H,6336
6.333,COOPER 83H,6648
6.333,COOPER 84H,6696
6.375,COOPER 11H,6168
6.375,COOPER 12H,6264
6.375,COOPER 13H,6432
6.375,COOPER 14H,7968
6.375,COOPER 15H,11400
6.375,COOPER 81H,5904
6.375,COOPER 82H,6264
6.375,COOPER 83H,6696
6.375,COOPER 84H,6624
6.417,COOPER 11H,6288
6.417,COOPER 12H,6168
6.417,COOPER 13H,6360
6.417,COOPER 14H,7896
6.417,COOPER 15H,11520
6.417,COOPER 81H,5976
6.417,COOPER 82H,6336
6.417,COOPER 83H,6720
6.417,COOPER 84H,6576
6.458,COOPER 11H,6120
6.458,COOPER 12H,6192
6.458,COOPER 13H,6264
6.458,COOPER 14H,7896
6.458,COOPER 15H,11448
6.458,COOPER 81H,5880
6.458,COOPER 82H,6216
6.458,COOPER 83H,6672
6.458,COOPER 84H,6576
6.500,COOPER 11H,6192
6.500,COOPER 12H,6144
6.500,COOPER 13H,6336
6.500,COOPER 14H,8040
6.500,COOPER 15H,11304
6.500,COOPER 81H,5856
6.500,COOPER 82H,6096
6.500,COOPER 84H,6576
6.542,COOPER 11H,6192
6.542,COOPER 12H,6168
6.542,COOPER 13H,6384
6.542,COOPER 14H,7920
6.542,COOPER 15H,11424
6.542,COOPER 81H,5856
6.542,COOPER 82H,6288
6.542,COOPER 84H,6504
6.583,COOPER 11H,6144
6.583,COOPER 12H,6072
6.583,COOPER 13H,6264
6.583,COOPER 14H,7920
6.583,COOPER 15H,11280
6.583,COOPER 81H,5952
6.583,COOPER 82H,6120
6.583,COOPER 84H,6600
6.625,COOPER 11H,6144
6.625,COOPER 12H,6072
6.625,COOPER 14H,7896
6.625,COOPER 15H,11304
6.625,COOPER 81H,5856
6.625,COOPER 82H,6144
6.625,COOPER 84H,6600
6.667,COOPER 11H,6144
6.667,COOPER 12H,6024
6.667,COOPER 14H,7824
6.667,COOPER 15H,11304
6.667,COOPER 81H,5952
6.667,COOPER 82H,6144
6.667,COOPER 84H,6480
6.708,COOPER 11H,6144
6.708,COOPER 12H,6024
6.708,COOPER 14H,7896
6.708,COOPER 15H,11232
6.708,COOPER 81H,5832
6.708,COOPER 82H,6144
6.708,COOPER 84H,6432
6.750,COOPER 11H,6096
6.750,COOPER 12H,6072
6.750,COOPER 14H,7800
6.750,COOPER 15H,11256
6.750,COOPER 81H,5952
6.750,COOPER 82H,6120
6.750,COOPER 84H,6432
6.792,COOPER 11H,6024
6.792,COOPER 12H,6024
6.792,COOPER 14H,7824
6.792,COOPER 15H,12600
6.792,COOPER 81H,5880
6.792,COOPER 82H,6216
6.792,COOPER 84H,6456
6.833,COOPER 11H,6072
6.833,COOPER 12H,6024
6.833,COOPER 14H,7848
6.833,COOPER 15H,12480
6.833,COOPER 81H,5856
6.833,COOPER 82H,6168
6.833,COOPER 84H,6408
6.875,COOPER 11H,6000
6.875,COOPER 12H,5952
6.875,COOPER 14H,7824
6.875,COOPER 15H,12456
6.875,COOPER 81H,5808
6.875,COOPER 82H,6168
6.875,COOPER 84H,6432
6.917,COOPER 11H,5952
6.917,COOPER 12H,5976
6.917,COOPER 14H,7728
6.917,COOPER 15H,11952
6.917,COOPER 81H,5856
6.917,COOPER 82H,6144
6.917,COOPER 84H,6336
6.958,COOPER 11H,6000
6.958,COOPER 12H,5904
6.958,COOPER 14H,7728
6.958,COOPER 15H,11832
6.958,COOPER 81H,5736
6.958,COOPER 82H,6168
6.958,COOPER 84H,6336
7.000,COOPER 11H,5904
7.000,COOPER 12H,5904
7.000,COOPER 14H,7776
7.000,COOPER 15H,11736
7.000,COOPER 81H,5808
7.000,COOPER 82H,6096
7.000,COOPER 84H,6360
7.042,COOPER 11H,6000
7.042,COOPER 12H,5928
7.042,COOPER 14H,7632
7.042,COOPER 15H,11736
7.042,COOPER 81H,5832
7.042,COOPER 82H,6168
7.042,COOPER 84H,6312
7.083,COOPER 11H,5904
7.083,COOPER 12H,5856
7.083,COOPER 14H,7752
7.083,COOPER 15H,11712
7.083,COOPER 81H,5760
7.083,COOPER 82H,6168
7.083,COOPER 84H,6192
7.125,COOPER 11H,5952
7.125,COOPER 12H,5808
7.125,COOPER 14H,7704
7.125,COOPER 15H,11688
7.125,COOPER 81H,5712
7.125,COOPER 82H,6168
7.125,COOPER 84H,6168
7.167,COOPER 11H,5952
7.167,COOPER 12H,5784
7.167,COOPER 14H,7776
7.167,COOPER 15H,11592
7.167,COOPER 81H,5712
7.167,COOPER 82H,6072
7.167,COOPER 84H,6192
7.208,COOPER 11H,5808
7.208,COOPER 12H,5808
7.208,COOPER 14H,7680
7.208,COOPER 15H,11664
7.208,COOPER 81H,5736
7.208,COOPER 82H,6240
7.208,COOPER 84H,6288
7.250,COOPER 11H,6024
7.250,COOPER 12H,5808
7.250,COOPER 14H,7656
7.250,COOPER 15H,11472
7.250,COOPER 81H,5712
7.250,COOPER 82H,6144
7.250,COOPER 84H,6192
7.292,COOPER 11H,5880
7.292,COOPER 12H,5784
7.292,COOPER 14H,7680
7.292,COOPER 15H,11640
7.292,COOPER 81H,5784
7.292,COOPER 82H,6192
7.292,COOPER 84H,6120
7.333,COOPER 11H,5928
7.333,COOPER 12H,5760
7.333,COOPER 14H,7680
7.333,COOPER 15H,11448
7.333,COOPER 81H,5688
7.333,COOPER 82H,6144
7.333,COOPER 84H,6264
7.375,COOPER 11H,5952
7.375,COOPER 12H,5784
7.375,COOPER 14H,7704
7.375,COOPER 15H,11544
7.375,COOPER 81H,5832
7.375,COOPER 82H,6120
7.375,COOPER 84H,6168
7.417,COOPER 11H,5832
7.417,COOPER 12H,5784
7.417,COOPER 14H,7632
7.417,COOPER 15H,11592
7.417,COOPER 81H,5760
7.417,COOPER 82H,6216
7.417,COOPER 84H,6120
7.458,COOPER 11H,5856
7.458,COOPER 12H,5784
7.458,COOPER 14H,7632
7.458,COOPER 15H,11616
7.458,COOPER 81H,5760
7.458,COOPER 82H,6192
7.458,COOPER 84H,6096
7.500,COOPER 11H,5688
7.500,COOPER 12H,5760
7.500,COOPER 14H,7632
7.500,COOPER 15H,11544
7.500,COOPER 81H,5736
7.500,COOPER 82H,6216
7.500,COOPER 84H,6216
7.542,COOPER 11H,5688
7.542,COOPER 12H,5880
7.542,COOPER 14H,7608
7.542,COOPER 15H,11544
7.542,COOPER 81H,5664
7.542,COOPER 82H,6192
7.542,COOPER 84H,6144
7.583,COOPER 11H,5688
7.583,COOPER 12H,5904
7.583,COOPER 14H,7704
7.583,COOPER 15H,11400
7.583,COOPER 81H,5712
7.583,COOPER 82H,6168
7.583,COOPER 84H,6168
7.625,COOPER 11H,5712
7.625,COOPER 12H,5856
7.625,COOPER 14H,7632
7.625,COOPER 15H,11592
7.625,COOPER 81H,5592
7.625,COOPER 82H,6144
7.625,COOPER 84H,6168
7.667,COOPER 11H,5592
7.667,COOPER 12H,5808
7.667,COOPER 14H,7608
7.667,COOPER 15H,11472
7.667,COOPER 81H,5640
7.667,COOPER 82H,6168
7.667,COOPER 84H,6096
7.708,COOPER 11H,5616
7.708,COOPER 12H,5880
7.708,COOPER 14H,7560
7.708,COOPER 15H,11400
7.708,COOPER 81H,5568
7.708,COOPER 82H,6216
7.708,COOPER 84H,6096
7.750,COOPER 11H,5568
7.750,COOPER 12H,5856
7.750,COOPER 14H,7632
7.750,COOPER 15H,11544
7.750,COOPER 81H,5616
7.750,COOPER 82H,6168
7.750,COOPER 84H,6168
7.792,COOPER 11H,5688
7.792,COOPER 12H,5880
7.792,COOPER 14H,7536
7.792,COOPER 15H,11400
7.792,COOPER 81H,5520
7.792,COOPER 82H,6144
7.792,COOPER 84H,6168
7.833,COOPER 11H,5616
7.833,COOPER 12H,5832
7.833,COOPER 14H,7608
7.833,COOPER 15H,12408
7.833,COOPER 81H,5520
7.833,COOPER 82H,6168
7.833,COOPER 84H,6192
7.875,COOPER 11H,5568
7.875,COOPER 12H,5784
7.875,COOPER 14H,7560
7.875,COOPER 15H,12624
7.875,COOPER 81H,5520
7.875,COOPER 82H,6120
7.875,COOPER 84H,6144
7.917,COOPER 11H,5592
7.917,COOPER 12H,5712
7.917,COOPER 14H,7560
7.917,COOPER 15H,12336
7.917,COOPER 81H,7032
7.917,COOPER 82H,6096
7.917,COOPER 84H,6096
7.958,COOPER 11H,5568
7.958,COOPER 12H,5736
7.958,COOPER 14H,7440
7.958,COOPER 15H,12288
7.958,COOPER 81H,6744
7.958,COOPER 82H,6120
7.958,COOPER 84H,6144
8.000,COOPER 11H,5496
8.000,COOPER 12H,5712
8.000,COOPER 14H,7440
8.000,COOPER 15H,12144
8.000,COOPER 81H,6792
8.000,COOPER 82H,6120
8.000,COOPER 84H,6072
8.042,COOPER 11H,5424
8.042,COOPER 12H,5712
8.042,COOPER 14H,7440
8.042,COOPER 15H,12048
8.042,COOPER 81H,6720
8.042,COOPER 82H,6072
8.042,COOPER 84H,6096
8.083,COOPER 11H,5496
8.083,COOPER 12H,5784
8.083,COOPER 14H,7392
8.083,COOPER 15H,11928
8.083,COOPER 81H,6648
8.083,COOPER 82H,6120
8.083,COOPER 84H,6048
8.125,COOPER 11H,5496
8.125,COOPER 12H,5832
8.125,COOPER 14H,7440
8.125,COOPER 15H,11808
8.125,COOPER 81H,6696
8.125,COOPER 82H,6216
8.125,COOPER 84H,6024
8.167,COOPER 11H,5448
8.167,COOPER 12H,5808
8.167,COOPER 14H,7392
8.167,COOPER 15H,11712
8.167,COOPER 81H,6600
8.167,COOPER 82H,6168
8.167,COOPER 84H,5952
8.208,COOPER 11H,5544
8.208,COOPER 12H,5856
8.208,COOPER 14H,7368
8.208,COOPER 15H,11736
8.208,COOPER 81H,6552
8.208,COOPER 82H,6144
8.208,COOPER 84H,6000
8.250,COOPER 11H,5448
8.250,COOPER 12H,5784
8.250,COOPER 14H,7368
8.250,COOPER 15H,11592
8.250,COOPER 81H,6576
8.250,COOPER 82H,6192
8.250,COOPER 84H,5952
8.292,COOPER 11H,5520
8.292,COOPER 12H,5808
8.292,COOPER 14H,7296
8.292,COOPER 15H,11568
8.292,COOPER 81H,6528
8.292,COOPER 82H,6168
8.292,COOPER 84H,5904
8.333,COOPER 11H,5496
8.333,COOPER 12H,5856
8.333,COOPER 14H,7320
8.333,COOPER 15H,11448
8.333,COOPER 81H,6792
8.333,COOPER 82H,6240
8.333,COOPER 84H,5904
8.375,COOPER 11H,5448
8.375,COOPER 12H,5832
8.375,COOPER 14H,7320
8.375,COOPER 15H,11352
8.375,COOPER 81H,6816
8.375,COOPER 82H,6216
8.375,COOPER 84H,5880
8.417,COOPER 11H,5496
8.417,COOPER 12H,5832
8.417,COOPER 14H,7272
8.417,COOPER 15H,11280
8.417,COOPER 81H,6744
8.417,COOPER 82H,6216
8.417,COOPER 84H,5808
8.458,COOPER 11H,5400
8.458,COOPER 12H,5856
8.458,COOPER 14H,7224
8.458,COOPER 15H,11208
8.458,COOPER 81H,6672
8.458,COOPER 82H,6168
8.458,COOPER 84H,5856
8.500,COOPER 11H,5448
8.500,COOPER 12H,5856
8.500,COOPER 14H,7248
8.500,COOPER 15H,11136
8.500,COOPER 81H,6792
8.500,COOPER 82H,6264
8.500,COOPER 84H,5856
8.542,COOPER 11H,5448
8.542,COOPER 12H,5952
8.542,COOPER 14H,7224
8.542,COOPER 15H,11208
8.542,COOPER 81H,6696
8.542,COOPER 82H,6216
8.542,COOPER 84H,5856
8.583,COOPER 11H,5448
8.583,COOPER 12H,5880
8.583,COOPER 14H,7248
8.583,COOPER 15H,11088
8.583,COOPER 81H,6744
8.583,COOPER 82H,6264
8.583,COOPER 84H,5784
8.625,COOPER 11H,5400
8.625,COOPER 12H,5856
8.625,COOPER 14H,7200
8.625,COOPER 15H,10968
8.625,COOPER 81H,6648
8.625,COOPER 82H,6168
8.625,COOPER 84H,5808
8.667,COOPER 11H,5400
8.667,COOPER 12H,5880
8.667,COOPER 14H,7176
8.667,COOPER 15H,10968
8.667,COOPER 81H,6648
8.667,COOPER 82H,6264
8.667,COOPER 84H,5808
8.708,COOPER 11H,5352
8.708,COOPER 12H,5928
8.708,COOPER 14H,7152
8.708,COOPER 15H,10896
8.708,COOPER 81H,6696
8.708,COOPER 82H,6216
8.708,COOPER 84H,5784
8.750,COOPER 11H,7248
8.750,COOPER 12H,6432
8.750,COOPER 14H,7104
8.750,COOPER 15H,10800
8.750,COOPER 81H,6696
8.750,COOPER 82H,6192
8.750,COOPER 84H,5736
8.792,COOPER 11H,6792
8.792,COOPER 12H,6600
8.792,COOPER 14H,7152
8.792,COOPER 15H,10728
8.792,COOPER 81H,6600
8.792,COOPER 82H,6264
8.792,COOPER 84H,5688
8.833,COOPER 11H,6816
8.833,COOPER 12H,6576
8.833,COOPER 14H,7104
8.833,COOPER 15H,10656
8.833,COOPER 81H,6672
8.833,COOPER 82H,6216
8.833,COOPER 84H,5760
8.875,COOPER 11H,6840
8.875,COOPER 12H,6528
8.875,COOPER 14H,7128
8.875,COOPER 15H,10680
8.875,COOPER 81H,6648
8.875,COOPER 82H,6144
8.875,COOPER 84H,5688
8.917,COOPER 11H,6696
8.917,COOPER 12H,6480
8.917,COOPER 14H,7056
8.917,COOPER 15H,10584
8.917,COOPER 81H,6624
8.917,COOPER 82H,6120
8.917,COOPER 84H,5640
8.958,COOPER 11H,6720
8.958,COOPER 12H,6504
8.958,COOPER 14H,7128
8.958,COOPER 15H,10608
8.958,COOPER 81H,6552
8.958,COOPER 82H,6144
8.958,COOPER 84H,5640
9.000,COOPER 11H,6624
9.000,COOPER 12H,6408
9.000,COOPER 14H,7008
9.000,COOPER 15H,10704
9.000,COOPER 81H,6600
9.000,COOPER 82H,6120
9.000,COOPER 84H,5664
9.042,COOPER 11H,6576
9.042,COOPER 12H,6384
9.042,COOPER 14H,7032
9.042,COOPER 15H,10608
9.042,COOPER 81H,6552
9.042,COOPER 82H,6144
9.042,COOPER 84H,5664
9.083,COOPER 11H,6648
9.083,COOPER 12H,6456
9.083,COOPER 14H,7056
9.083,COOPER 15H,10656
9.083,COOPER 81H,6576
9.083,COOPER 82H,6120
9.083,COOPER 84H,5736
9.125,COOPER 11H,6744
9.125,COOPER 12H,6288
9.125,COOPER 14H,7056
9.125,COOPER 15H,10680
9.125,COOPER 81H,6552
9.125,COOPER 82H,6048
9.125,COOPER 84H,5616
9.167,COOPER 11H,6720
9.167,COOPER 12H,6360
9.167,COOPER 14H,7056
9.167,COOPER 15H,10560
9.167,COOPER 81H,6552
9.167,COOPER 82H,6192
9.167,COOPER 84H,5688
9.208,COOPER 11H,6792
9.208,COOPER 12H,6384
9.208,COOPER 14H,7056
9.208,COOPER 15H,10800
