well_name,flowback_days,liquid_rate,surface_pressure,temp,gor,water_cut,fbhp,sand_hr,cum_sand,choke
Griffin 2h,4.125,4872,786,100,94.641,0.807881773,2266.18,,3736,57
Griffin 2h,4.166666667,4872,786,100,84.512,0.798029557,2229.24,,3736,57
Griffin 2h,4.208333333,4824,782,100,94.949,0.805970149,2257.23,,3736,57
Griffin 2h,4.25,4848,777,100,93.744,0.806930693,2246.29,,3736,57
Griffin 2h,4.291666667,4872,773,100,89.45,0.802955665,2230.06,,3736,57
Griffin 2h,4.333333333,4992,763,100,85.293,0.802884615,2216.85,,3736,59
Griffin 2h,4.375,4776,762,100,92.333,0.804020101,2209.89,,3736,59
Griffin 2h,4.416666667,4944,758,100,76.098,0.800970874,2155.66,,3736,59
Griffin 2h,4.458333333,4800,754,100,100.211,0.81,2236.76,,3736,59
Griffin 2h,4.5,4824,750,100,95.795,0.805970149,2220.62,,3736,59
Griffin 2h,4.541666667,4752,741,100,93.605,0.808080808,2174.89,94,3830,59
Griffin 2h,4.583333333,4872,745,100,87.45,0.802955665,2181.18,,3830,59
Griffin 2h,4.625,4848,742,100,87.2,0.801980198,2172.94,,3830,59
Griffin 2h,4.666666667,4896,736,100,90.025,0.803921569,2187.39,,3830,59
Griffin 2h,4.708333333,4944,728,100,85.488,0.800970874,2165.83,,3830,64
Griffin 2h,4.75,4704,726,100,81,0.81122449,2077.09,,3830,64
Griffin 2h,4.791666667,4752,720,100,98.629,0.823232323,2138.34,,3830,64
Griffin 2h,4.833333333,4824,715,100,96.205,0.805970149,2178,,3830,64
Griffin 2h,4.875,4872,713,100,90.436,0.807881773,2145.16,,3830,64
Griffin 2h,4.916666667,4824,708,100,84.41,0.805970149,2098.96,,3830,64
Griffin 3h,1,3000,273,100,111.158,0.848,1146.86,0,0,30
Griffin 3h,1.041666667,3408,294,100,89.375,0.830985915,1222.81,0,0,30
Griffin 3h,1.083333333,3168,305,100,110.714,0.840909091,1242.06,0,0,30
Griffin 3h,1.125,3216,310,100,81.407,0.798507463,1219.81,0,0,30
Griffin 3h,1.166666667,3240,313,100,97.417,0.822222222,1256.98,,0,30
Griffin 3h,1.208333333,3192,316,100,98.261,0.827067669,1243.61,,0,30
Griffin 3h,1.25,3216,319,100,79.16,0.813432836,1204.98,,0,30
Griffin 3h,1.291666667,3192,321,100,82.269,0.804511278,1224.18,,0,30
Griffin 3h,1.333333333,3120,323,100,83.792,0.815384615,1203.4,,0,30
Griffin 3h,1.375,3168,325,100,94.8,0.810606061,1266.46,,0,30
Griffin 3h,1.416666667,3240,326,100,75.885,0.807407407,1215.26,,0,30
Griffin 3h,1.458333333,3072,327,100,102.652,0.8203125,1259.19,,0,30
Griffin 3h,1.5,3096,328,100,99.5,0.813953488,1266.26,,0,30
Griffin 3h,1.541666667,3144,329,100,94.542,0.816793893,1253.42,,0,30
Griffin 3h,1.583333333,3240,330,100,78.667,0.8,1238.68,2,2,30
Griffin 3h,1.625,3096,330,100,85.292,0.813953488,1214.62,,2,30
Griffin 3h,1.666666667,3144,331,100,97.88,0.809160305,1284.91,,2,30
Griffin 3h,1.708333333,3072,330,100,77.962,0.796875,1203.54,,2,30
Griffin 3h,1.75,3168,331,100,89.192,0.803030303,1263.25,,2,30
Griffin 3h,1.791666667,3024,331,100,109.957,0.817460317,1289.27,,2,30
Griffin 3h,1.833333333,3216,331,100,92.077,0.805970149,1282.55,,2,30
Griffin 3h,1.875,3000,331,100,84.375,0.808,1199.06,,2,30
Griffin 3h,1.916666667,3264,331,100,93.6,0.816176471,1281.6,,2,30
Griffin 3h,1.958333333,3072,331,100,97.875,0.8125,1260.02,,2,35
griffin 4h,1,3504,0,100,100.192,0.821917808,1125.07,0,0,27
griffin 4h,1.041666667,3576,0,100,81.733,0.798657718,1083.19,0,0,27
griffin 4h,1.083333333,2976,0,100,107.36,0.798387097,1069.89,0,0,27
griffin 4h,1.125,3072,0,100,81.968,0.7578125,1030.1,0,0,27
griffin 4h,1.166666667,3120,0,100,77.241,0.776923077,952.198,0,0,27
griffin 4h,1.208333333,3048,0,100,84.857,0.779527559,983.598,0,0,27
