AUTOMATION_NAME,API_NO14,Flowback DateTime,Days Online,Hours Online,Hours Producing,Days Producing,PROD_OIL_HR,PROD_WTR_HR,TOTAL_GAS,GAS_24HR,Choke1,Choke2,TBG_PRESS,CSG_PRESS,PROD_SAND,PROD_SAND_VOL,CHLORIDES_PPM,DHG_PRES,HGDRN_BRWN_FBHP,BEGGS_BRILL_FBHP,PETEX2_FBHP,PETEX5_FBHP,FBHP,Gradient,Oil PI,Liquid PI,INITIAL_PRESSURE,date_number,new_date,FORMATION,COLOR,PROP
COOPER5W-15H,4.24E+13,43473.04167,4.458333333,107,106,4.416666667,102,292,2483,2483,28,28,0,2360,Y,1.5,24268,6160.65,6490.1,6510.1,6517.1,6490.1,6438,0,1.885978428,7.285053929,7736,43473,1/8/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43473.08333,4.5,108,107,4.458333333,98,286,2555,2555,28,28,0,2350,Y,1.5,24268,6151.14,6455.8,6473.9,6484.2,6455.8,6428,0,1.798165138,7.04587156,7736,43473,1/8/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43473.125,4.541666667,109,108,4.5,101,294,2661,2661,28,28,0,2345,Y,1.5,24268,6141.43,6450.5,6474.8,6478.3,6450.6,6418,0,1.839150228,7.192716237,7736,43473,1/8/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43473.16667,4.583333333,110,109,4.541666667,99,289,2531,2531,28,28,0,2335,Y,1.5,24268,6131.54,6450,6471.2,6477.9,6450,6408,0,1.789156627,7.012048193,7736,43473,1/8/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43473.20833,4.625,111,110,4.583333333,100,292,2690,2690,28,28,0,2325,Y,1.5,24268,6121.94,6421.2,6443.7,6449.4,6421.3,6399,0,1.795063575,7.036649215,7736,43473,1/8/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43473.25,4.666666667,112,111,4.625,97,287,2884,2884,28,28,0,2320,Y,1.5,24268,6114.32,6375,6394.3,6404.5,6375.1,6391,0,1.730855019,6.85204461,7736,43473,1/8/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43473.29167,4.708333333,113,112,4.666666667,98,285,2739,2739,28,28,0,2310,Y,1.5,24268,6106.49,6384,6401.8,6413,6384.1,6383,0,1.738359202,6.793791574,7736,43473,1/8/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43473.33333,4.75,114,113,4.708333333,98,281,2519,2519,28,28,0,2300,Y,1.5,24268,6051.18,6400.9,6415.5,6429.4,6400.9,6328,0,1.670454545,6.460227273,7736,43473,1/8/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43473.375,4.791666667,115,114,4.75,140,365,3729,3729,32,32,0,2220,Y,1.5,24268,5982.08,6333,6374.7,6354.6,6333,6259,0,2.274881517,8.205822613,7736,43473,1/8/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43473.41667,4.833333333,116,115,4.791666667,127,349,3108,3108,32,32,0,2160,Y,2,24268,5953.36,6308.7,6341.5,6331.1,6308.7,6230,0,2.023904382,7.585657371,7736,43473,1/8/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43473.45833,4.875,117,116,4.833333333,118,344,2993,2993,32,32,0,2130,Y,2,24268,5930.09,6277.4,6316,6301,6277.5,6207,0,1.852190974,7.251798561,7736,43473,1/8/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43473.5,4.916666667,118,117,4.875,110,340,2510,2510,32,32,0,2115,Y,2,24268,5910.58,6316.2,6340.8,6339.7,6316.3,6187,0,1.704325371,6.972240155,7736,43473,1/8/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43473.54167,4.958333333,119,118,4.916666667,135,391,3629,3629,32,32,0,2100,Y,2,24268,5892.2,6257.1,6305,6278.4,6257.2,6169,0,2.067645182,8.056158264,7736,43473,1/8/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43473.58333,5,120,119,4.958333333,145,384,4211,4211,32,32,0,2090,Y,2,24268,5874.7,6178.3,6238.6,6199.4,6178.4,6152,0,2.196969697,8.015151515,7736,43473,1/8/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43473.625,5.041666667,121,120,5,148,378,3986,3986,32,32,0,2080,Y,2,24268,5859.13,6186,6236.8,6206.6,6186.1,6136,0,2.22,7.89,7736,43473,1/8/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43473.66667,5.083333333,122,121,5.041666667,141,374,3502,3502,32,32,0,2070,Y,2,24268,5842.63,6218.4,6259.1,6239.2,6218.5,6120,0,2.094059406,7.648514851,7736,43473,1/8/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43473.70833,5.125,123,122,5.083333333,143,370,3831,3831,32,32,0,2060,Y,2,24268,5826.96,6164.3,6216.3,6185.4,6164.4,6104,0,2.102941176,7.544117647,7736,43473,1/8/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43473.75,5.166666667,124,123,5.125,144,368,4079,4079,32,32,0,2050,Y,2,24268,5811.64,6120.9,6183.4,6143.7,6122.4,6089,0,2.098360656,7.460837887,7736,43473,1/8/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43473.79167,5.208333333,125,124,5.166666667,139,364,3842,3842,32,32,0,2040,Y,2,24268,5796.64,6109.9,6188.2,6136.2,6113.1,6074,0,2.007220217,7.263537906,7736,43473,1/8/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43473.83333,5.25,126,125,5.208333333,142,360,3690,3690,32,32,0,2035,Y,2,24268,5781.94,6120.4,6188.5,6144.9,6122,6059,0,2.032200358,7.184257603,7736,43473,1/8/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43473.875,5.291666667,127,126,5.25,138,358,4120,4120,32,32,0,2015,Y,2,24268,5767.9,6031.7,6109.6,6061.6,6038.3,6045,0,1.958604376,7.039621526,7736,43473,1/8/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43473.91667,5.333333333,128,127,5.291666667,141,364,3978,3978,32,32,0,1995,Y,2,24268,5753.61,6044,6124.7,6071.7,6048.9,6031,0,1.984750733,7.108504399,7736,43473,1/8/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43473.95833,5.375,129,128,5.333333333,142,361,4012,4012,32,32,0,1985,Y,2,24268,5740.3,6024.7,6099.5,6052.4,6029.8,6017,0,1.982547993,7.022687609,7736,43473,1/8/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43474,5.416666667,130,129,5.375,140,355,3945,3945,32,32,0,1965,Y,2,24268,5727.2,5998.5,6068.1,6026.5,6003.6,6004,0,1.939953811,6.859122402,7736,43474,1/9/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43474.04167,5.458333333,131,130,5.416666667,139,359,4020,4020,32,32,0,1955,Y,2,24268,5714.78,5982.4,6058.5,6011.9,5989,5992,0,1.912844037,6.853211009,7736,43474,1/9/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43474.08333,5.5,132,131,5.458333333,141,356,3888,3888,32,32,0,1950,Y,2,24268,5702.25,5992.6,6066.4,6020.4,5997.7,5979,0,1.926010245,6.788844622,7736,43474,1/9/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43474.125,5.541666667,133,132,5.5,140,358,3562,3562,32,32,0,1945,Y,2,24268,5689.9,6035.2,6106.9,6059.7,6037.1,5967,0,1.89937818,6.756359525,7736,43474,1/9/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43474.16667,5.583333333,134,133,5.541666667,141,355,3703,3703,32,32,0,1935,Y,2,24268,5677.67,6000.4,6072.6,6026.5,6003.7,5955,0,1.900056148,6.683885458,7736,43474,1/9/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43474.20833,5.625,135,134,5.583333333,140,357,3910,3910,32,32,0,1930,Y,2,24268,5665.95,5967.1,6038.9,5996.5,5973.8,5943,0,1.873954267,6.652537646,7736,43474,1/9/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43474.25,5.666666667,136,135,5.625,141,358,3840,3840,32,32,0,1920,Y,2,24268,5654.87,5969.9,6043.5,5997.6,5975.1,5932,0,1.875831486,6.638580931,7736,43474,1/9/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43474.29167,5.708333333,137,136,5.666666667,140,352,4162,4162,32,32,0,1910,Y,2,24268,5643.03,5922.6,5995.6,5950.5,5929.1,5920,0,1.850220264,6.502202643,7736,43474,1/9/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43474.33333,5.75,138,137,5.708333333,142,354,3862,3862,34,34,0,1890,Y,2,24268,5611,5947.7,6018.6,5972.1,5951,5888,0,1.844155844,6.441558442,7736,43474,1/9/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43474.375,5.791666667,139,138,5.75,151,348,3997,3997,34,34,0,1860,Y,2,24268,5578.21,5898,5967.7,5921.6,5901.3,5855,0,1.926634769,6.366826156,7736,43474,1/9/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43474.41667,5.833333333,140,139,5.791666667,149,352,4093,4093,34,34,0,1830,Y,2,24268,5561.51,5856.7,5928.3,5882,5861.8,5838,0,1.884088514,6.335089568,7736,43474,1/9/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43474.45833,5.875,141,140,5.833333333,143,350,4277,4277,34,34,0,1815,Y,2,24268,5547.2,5802.3,5878.3,5831.5,5810.8,5824,0,1.794979079,6.188284519,7736,43474,1/9/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43474.5,5.916666667,142,141,5.875,146,350,4168,4168,34,34,0,1805,Y,2,24268,5533.08,5810.7,5885.3,5838,5817.5,5810,0,1.819314642,6.180685358,7736,43474,1/9/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43474.54167,5.958333333,143,142,5.916666667,145,347,3859,3859,34,34,0,1805,Y,2,24268,5519.66,5845.5,5914.5,5871.1,5850.5,5797,0,1.794739556,6.089736978,7736,43474,1/9/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43474.58333,6,144,143,5.958333333,143,345,4027,4027,34,34,0,1800,Y,2,24268,5506.78,5810.5,5883.7,5838,5817.2,5784,0,1.758196721,6,7736,43474,1/9/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43474.625,6.041666667,145,144,6,140,346,4113,4113,34,34,0,1800,Y,2,24268,5494.75,5795.6,5870.1,5825,5803.9,5772,0,1.710794297,5.938900204,7736,43474,1/9/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43474.66667,6.083333333,146,145,6.041666667,143,342,3726,3726,34,34,0,1800,Y,2,24268,5482.94,5847.8,5912.8,5872,5851.2,5760,0,1.736842105,5.890688259,7736,43474,1/9/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43474.70833,6.125,147,146,6.083333333,140,345,3592,3592,34,34,0,1755,Y,2,24268,5470.69,5818.6,5884.1,5842.9,5822.1,5748,0,1.690140845,5.855130785,7736,43474,1/9/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43474.75,6.166666667,148,147,6.125,142,343,3984,3984,34,34,0,1755,Y,2,24268,5458.53,5761.5,5830.6,5789.2,5768.4,5735,0,1.703148426,5.817091454,7736,43474,1/9/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43474.79167,6.208333333,149,148,6.166666667,141,339,3856,3856,34,34,0,1750,Y,2,24268,5447.85,5764.7,5830.2,5792.3,5771.5,5725,0,1.682744903,5.728493287,7736,43474,1/9/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43474.83333,6.25,150,149,6.208333333,144,340,3551,3551,34,34,0,1745,Y,2,24268,5436.19,5809.1,5869.7,5832.9,5812.5,5713,0,1.70835393,5.741967375,7736,43474,1/9/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43474.875,6.291666667,151,150,6.25,142,337,3449,3449,34,34,0,1740,Y,2,24268,5424.9,5811.6,5868.9,5834.1,5813.5,5702,0,1.675516224,5.651917404,7736,43474,1/9/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43474.91667,6.333333333,152,151,6.291666667,143,335,3809,3809,34,34,0,1735,Y,2,24268,5412.67,5749.8,5812.5,5777.2,5756.6,5690,0,1.677419355,5.607038123,7736,43474,1/9/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43474.95833,6.375,153,152,6.333333333,142,333,3623,3623,34,34,0,1725,Y,2,24268,5402.08,5761.1,5823.5,5786.9,5766.2,5679,0,1.656781721,5.542051531,7736,43474,1/9/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43475,6.416666667,154,153,6.375,143,337,3745,3745,34,34,0,1715,Y,2,24268,5390.69,5741.7,5801.4,5767.5,5747,5668,0,1.659574468,5.570599613,7736,43475,1/10/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43475.04167,6.458333333,155,154,6.416666667,142,335,3564,3564,34,34,0,1700,Y,2,24268,5380.47,5745.5,5806.9,5771.2,5750.6,5657,0,1.639249639,5.506493506,7736,43475,1/10/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43475.08333,6.5,156,155,6.458333333,141,330,3843,3843,34,34,0,1690,Y,2,24268,5369.88,5681.7,5746.5,5711,5690.4,5647,0,1.619913834,5.411201532,7736,43475,1/10/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43475.125,6.541666667,157,156,6.5,142,334,3250,3250,34,34,0,1680,Y,2,24268,5359.57,5769,5822.1,5791.2,5770.8,5636,0,1.622857143,5.44,7736,43475,1/10/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43475.16667,6.583333333,158,157,6.541666667,140,330,3397,3397,34,34,0,1675,Y,2,24268,5349.9,5732,5788.7,5756.2,5735.5,5627,0,1.593172119,5.348506401,7736,43475,1/10/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43475.20833,6.625,159,158,6.583333333,142,329,3504,3504,34,34,0,1665,Y,2,24268,5339.53,5704.7,5759.3,5730.4,5709.9,5616,0,1.60754717,5.332075472,7736,43475,1/10/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43475.25,6.666666667,160,159,6.625,140,331,3422,3422,34,34,0,1660,Y,2,24268,5329.95,5712.1,5772.7,5738,5717.3,5607,0,1.57820573,5.309534993,7736,43475,1/10/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43475.29167,6.708333333,161,160,6.666666667,140,328,3729,3729,34,34,0,1645,Y,2,24268,5319.89,5642.6,5707.1,5671.9,5651.4,5597,0,1.570827489,5.251051893,7736,43475,1/10/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43475.33333,6.75,162,161,6.708333333,139,330,3409,3409,34,34,0,1635,Y,2,24268,5308.46,5683.5,5739.1,5709.4,5688.8,5585,0,1.550906555,5.232914923,7736,43475,1/10/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43475.375,6.791666667,163,162,6.75,153,372,3894,3894,38,38,0,1545,Y,2,24268,5227.77,5603.9,5678.2,5631.3,5612.7,5505,0,1.6458987,5.647691618,7736,43475,1/10/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43475.41667,6.833333333,164,163,6.791666667,155,365,3671,3671,38,38,0,1540,Y,2,24268,5202.42,5621.8,5691,5645.7,5627.4,5479,0,1.648205583,5.52946389,7736,43475,1/10/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43475.45833,6.875,165,164,6.833333333,152,367,4133,4133,38,38,0,1530,Y,2,24268,5184.02,5542.5,5616.4,5572,5553.5,5461,0,1.603516484,5.475164835,7736,43475,1/10/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43475.5,6.916666667,166,165,6.875,154,344,3549,3549,38,38,0,1525,Y,2,24268,5169.24,5584.2,5645.6,5608.4,5589.8,5446,0,1.613973799,5.219213974,7736,43475,1/10/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43475.54167,6.958333333,167,166,6.916666667,152,341,3793,3793,38,38,0,1515,Y,2,24268,5152.69,5527,5590.3,5554.9,5536.3,5430,0,1.581960104,5.130962706,7736,43475,1/10/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43475.58333,7,168,167,6.958333333,151,338,3809,3809,38,38,0,1505,Y,2,24268,5138.87,5504.9,5572.6,5534.4,5515.7,5416,0,1.562068966,5.05862069,7736,43475,1/10/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43475.625,7.041666667,169,168,7,153,336,3628,3628,38,38,0,1495,Y,2,24268,5125,5522,5585.3,5548,5529.4,5402,0,1.573264781,5.028277635,7736,43475,1/10/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43475.66667,7.083333333,170,169,7.041666667,150,338,3492,3492,38,38,0,1485,Y,2,24268,5111.61,5530.3,5591,5556.4,5537.6,5389,0,1.533873029,4.990200256,7736,43475,1/10/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43475.70833,7.125,171,170,7.083333333,152,335,3582,3582,38,38,0,1470,Y,2,24268,5098.48,5495.7,5554.1,5523.3,5504.7,5375,0,1.545108005,4.950444727,7736,43475,1/10/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43475.75,7.166666667,172,171,7.125,150,333,3602,3602,38,38,0,1460,Y,2,24268,5086.02,5474.9,5537.2,5502.8,5484.1,5363,0,1.517067004,4.884955752,7736,43475,1/10/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43475.79167,7.208333333,173,172,7.166666667,151,335,3779,3779,38,38,0,1455,Y,2,24268,5074.04,5446.1,5509.7,5475.8,5457.3,5351,0,1.519496855,4.890566038,7736,43475,1/10/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43475.83333,7.25,174,173,7.208333333,149,329,3651,3651,38,38,0,1450,Y,2,24268,5061.96,5445.6,5506.5,5475.3,5456.7,5339,0,1.491864831,4.785982478,7736,43475,1/10/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43475.875,7.291666667,175,174,7.25,152,333,3712,3712,38,38,0,1445,Y,2,24268,5049.7,5442.4,5502.9,5471.8,5453.5,5327,0,1.514321295,4.831880448,7736,43475,1/10/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43475.91667,7.333333333,176,175,7.291666667,149,328,3803,3803,38,38,0,1440,Y,2,24268,5038.68,5407.3,5470.3,5438.8,5420.4,5316,0,1.47768595,4.730578512,7736,43475,1/10/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43475.95833,7.375,177,176,7.333333333,150,331,3627,3627,38,38,0,1435,Y,2,24268,5027.56,5437.1,5497,5466.7,5448.3,5304,0,1.480263158,4.746710526,7736,43475,1/10/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43476,7.416666667,178,177,7.375,151,332,3855,3855,38,38,0,1430,Y,2,24268,5015.43,5398.4,5461.9,5429.7,5411.5,5292,0,1.482815057,4.74304419,7736,43476,1/11/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43476.04167,7.458333333,179,178,7.416666667,150,334,3258,3258,38,38,0,1425,Y,2,24268,5004.72,5492,5545.8,5516.3,5497.9,5282,0,1.466992665,4.733496333,7736,43476,1/11/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43476.08333,7.5,180,179,7.458333333,149,332,3461,3461,38,38,0,1415,Y,2,24268,4993.37,5441.5,5502.3,5469.4,5450.9,5270,0,1.450121655,4.681265207,7736,43476,1/11/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43476.125,7.541666667,181,180,7.5,150,331,3386,3386,38,38,0,1405,Y,2,24268,4983.08,5442.7,5498.4,5468.9,5450.5,5260,0,1.453957997,4.662358643,7736,43476,1/11/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43476.16667,7.583333333,182,181,7.541666667,148,327,3679,3679,38,38,0,1395,Y,2,24268,4973.02,5370.5,5432.7,5402,5383.7,5250,0,1.428801287,4.585679807,7736,43476,1/11/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43476.20833,7.625,183,182,7.583333333,151,332,3503,3503,38,38,0,1385,Y,2,24268,4962.21,5403.2,5458.8,5431,5412.9,5239,0,1.45134161,4.642370845,7736,43476,1/11/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43476.25,7.666666667,184,183,7.625,148,330,3495,3495,38,38,0,1370,Y,2,24268,4952.45,5377.5,5438.9,5407.2,5389,5229,0,1.416832868,4.575987236,7736,43476,1/11/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43476.29167,7.708333333,185,184,7.666666667,147,328,3392,3392,38,38,0,1360,Y,2,24268,4942.68,5378.7,5435.7,5406.9,5388.6,5220,0,1.402225755,4.53100159,7736,43476,1/11/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43476.33333,7.75,186,185,7.708333333,148,333,3508,3508,38,38,0,1350,Y,2,24268,4932.56,5357.5,5420.8,5387.3,5369.2,5209,0,1.405619311,4.568262762,7736,43476,1/11/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43476.375,7.791666667,187,186,7.75,148,327,3462,3462,38,38,0,1340,Y,2,24268,4922.67,5342.1,5397.2,5371.8,5353.8,5200,0,1.400630915,4.495268139,7736,43476,1/11/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43476.41667,7.833333333,188,187,7.791666667,150,367,3928,3928,44,44,0,1335,Y,2,24268,4895.05,5337.2,5416.8,5370.1,5352.7,5172,0,1.404056162,4.839313573,7736,43476,1/11/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43476.45833,7.875,189,188,7.833333333,162,364,4462,4462,44,44,0,1255,Y,2,24268,4807.49,5168.9,5247.7,5206.3,5190.6,5084,0,1.466063348,4.760180995,7736,43476,1/11/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43476.5,7.916666667,190,189,7.875,159,355,4284,4284,44,44,0,1235,Y,2,24268,4783.05,5147.9,5226.1,5185.4,5169.7,5060,0,1.426008969,4.609865471,7736,43476,1/11/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43476.54167,7.958333333,191,190,7.916666667,160,352,4482,4482,44,44,0,1225,Y,2,24268,4764.12,5098.6,5179.7,5137.9,5122.7,5041,0,1.424860853,4.559554731,7736,43476,1/11/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43476.58333,8,192,191,7.958333333,159,347,3971,3971,44,44,0,1215,Y,2,24268,4748.59,5159.8,5232.3,5193.9,5178.2,5025,0,1.407598672,4.47952785,7736,43476,1/11/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43476.625,8.041666667,193,192,8,157,345,4014,4014,44,44,0,1205,Y,2,24268,4733.26,5131.4,5203.2,5167.4,5151.7,5010,0,1.382245048,4.419662509,7736,43476,1/11/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43476.66667,8.083333333,194,193,8.041666667,155,342,4728,4728,44,44,0,1195,Y,2,24268,4717.86,4984.6,5063.6,5029.6,5015.2,4995,0,1.357168916,4.351696461,7736,43476,1/11/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43476.70833,8.125,195,194,8.083333333,154,338,3765,3765,44,44,0,1185,Y,2,24268,4703.83,5130.2,5195.3,5164.7,5148.9,4981,0,1.341560799,4.286025408,7736,43476,1/11/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43476.75,8.166666667,196,195,8.125,155,333,4902,4902,44,44,0,1180,Y,2,24268,4691.24,4913.3,5000.6,4961.5,4947.8,4968,0,1.343930636,4.231213873,7736,43476,1/11/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43476.79167,8.208333333,197,196,8.166666667,154,335,4729,4729,44,44,0,1170,Y,2,24268,4677.99,4932,5011.5,4978.7,4964.8,4955,0,1.329018339,4.220064725,7736,43476,1/11/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43476.83333,8.25,198,197,8.208333333,152,331,4193,4193,44,44,0,1165,Y,2,24268,4665.61,5007.6,5081.5,5049.3,5034.4,4943,0,1.306122449,4.15037594,7736,43476,1/11/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43476.875,8.291666667,199,198,8.25,152,330,3713,3713,44,44,0,1155,Y,2,24268,4653.32,5080.6,5143.3,5117,5101.4,4930,0,1.300071276,4.12259444,7736,43476,1/11/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43476.91667,8.333333333,200,199,8.291666667,150,327,3964,3964,44,44,0,1145,Y,2,24268,4641.01,5010.5,5077,5050.8,5035.7,4918,0,1.277501774,4.062455642,7736,43476,1/11/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43476.95833,8.375,201,200,8.333333333,148,325,4429,4429,44,44,0,1130,Y,2,24268,4628.36,4893.5,4972.8,4940.8,4927,4905,0,1.254680325,4.009890498,7736,43476,1/11/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43477,8.416666667,202,201,8.375,149,321,4164,4164,44,44,0,1125,Y,2,24268,4616.86,4930.5,4999.9,4974.4,4960.1,4894,0,1.258268825,3.96903589,7736,43477,1/12/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43477.04167,8.458333333,203,202,8.416666667,148,319,3864,3864,44,44,0,1120,Y,2,24268,4604.1,4975.1,5035.3,5015.7,5000.7,4881,0,1.2441331,3.925744308,7736,43477,1/12/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43477.08333,8.5,204,203,8.458333333,148,316,3571,3571,44,44,0,1110,Y,2,24268,4593.04,5013.3,5071.7,5050.3,5034.9,4870,0,1.23935799,3.88555478,7736,43477,1/12/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43477.125,8.541666667,205,204,8.5,149,318,3993,3993,44,44,0,1100,Y,2,24268,4582.22,4923.3,4985.6,4965.6,4951.2,4859,0,1.242961418,3.895724713,7736,43477,1/12/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43477.16667,8.583333333,206,205,8.541666667,147,315,3912,3912,44,44,0,1095,Y,2,24268,4570.89,4920.9,4982.4,4963.4,4949,4848,0,1.221606648,3.83933518,7736,43477,1/12/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43477.20833,8.625,207,206,8.583333333,145,312,4049,4049,44,44,0,1090,Y,2,24268,4560.22,4875.8,4942.9,4920.4,4906.4,4837,0,1.200413936,3.783373577,7736,43477,1/12/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43477.25,8.666666667,208,207,8.625,146,311,3862,3862,44,44,0,1080,Y,2,24268,4549.51,4899.5,4961.7,4942.1,4927.8,4826,0,1.204123711,3.769072165,7736,43477,1/12/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43477.29167,8.708333333,209,208,8.666666667,146,308,3773,3773,44,44,0,1075,Y,2,24268,4539.55,4903.4,4961.8,4946,4931.5,4816,0,1.2,3.731506849,7736,43477,1/12/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43477.33333,8.75,210,209,8.708333333,145,305,3956,3956,44,44,0,1070,Y,2,24268,4529.26,4850.7,4909.2,4895.3,4881.5,4806,0,1.187713311,3.686006826,7736,43477,1/12/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43477.375,8.791666667,211,210,8.75,146,301,3874,3874,44,44,0,1065,Y,2,24268,4518.79,4853.2,4914,4897.6,4883.7,4796,0,1.191836735,3.648979592,7736,43477,1/12/2019,WCA,blue,BP
COOPER5W-15H,4.24E+13,43477.41667,8.833333333,212,211,8.791666667,147,297,4021,4021,44,44,0,1060,Y,2,24268,4509.92,4809.1,4873.1,4855.2,4841.9,4787,0,1.196337742,3.613428281,7736,43477,1/12/2019,WCA,blue,BP
