data_well_name,id,data_hour,data_bhp,data_tubing_psi,data_csg_psi,data_choke_size,data_sep_psi,data_oil_rate,data_water_rate,data_gas_rate,data_flowline_psi,data_chlorides,data_sand_percent,data_h2s,data_remarks,water_cut,gas_oil_ratio,total_fluid_bph,total_fluid_bpd,water_24,oil_24,calc_sqrt_time,calc_days,calc_cum_oil,calc_cum_water,calc_cum_total_fluid,calc_duration,created,updated
PINK84H,26091,92,1,0,1870,0,0,0,0,0,0,0,0,0,coil tubing on well,0,0,0,0,0,0,9.59,3.83,0,1611,1611,92,5/13/2019,5/13/2019
PINK84H,26092,93,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.64,3.88,0,1611,1611,93,5/13/2019,5/13/2019
PINK84H,26093,94,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,3.92,0,1611,1611,94,5/13/2019,5/13/2019
PINK84H,26094,95,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.75,3.96,0,1611,1611,95,5/13/2019,5/13/2019
PINK84H,26095,96,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,4,0,1611,1611,96,5/13/2019,5/13/2019
PINK84H,26096,97,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.85,4.04,0,1611,1611,97,5/13/2019,5/13/2019
PINK84H,26097,98,1,0,1870,0,0,0,0,0,0,0,0,0,coil tubing on well,0,0,0,0,0,0,9.9,4.08,0,1611,1611,98,5/13/2019,5/13/2019
PINK84H,26098,99,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.95,4.13,0,1611,1611,99,5/13/2019,5/13/2019
PINK84H,26099,100,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4.17,0,1611,1611,100,5/13/2019,5/13/2019
PINK84H,26100,101,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.05,4.21,0,1611,1611,101,5/13/2019,5/13/2019
PINK84H,26101,102,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1,4.25,0,1611,1611,102,5/13/2019,5/13/2019
PINK84H,26102,103,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.15,4.29,0,1611,1611,103,5/13/2019,5/13/2019
PINK84H,26103,104,1,0,1870,0,0,0,0,0,0,0,0,0,Coil Tub Rigged Down,0,0,0,0,0,0,10.2,4.33,0,1611,1611,104,5/13/2019,5/13/2019
PINK84H,26104,105,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.25,4.38,0,1611,1611,105,5/13/2019,5/13/2019
PINK84H,26105,106,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,4.42,0,1611,1611,106,5/13/2019,5/13/2019
PINK84H,26106,107,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,4.46,0,1611,1611,107,5/13/2019,5/13/2019
PINK84H,26107,108,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.39,4.5,0,1611,1611,108,5/13/2019,5/13/2019
PINK84H,26108,109,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.44,4.54,0,1611,1611,109,5/13/2019,5/13/2019
