data_well_name,id,data_hour,data_bhp,data_tubing_psi,data_csg_psi,data_choke_size,data_sep_psi,data_oil_rate,data_water_rate,data_gas_rate,data_flowline_psi,data_chlorides,data_sand_percent,data_h2s,data_remarks,water_cut,gas_oil_ratio,total_fluid_bph,total_fluid_bpd,water_24,oil_24,,,,,,,,
PINK84H,26086,87,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
PINK84H,26087,88,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
PINK84H,26088,89,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
PINK84H,26089,90,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
PINK84H,26090,91,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
PINK84H,26091,92,1,0,1870,0,0,0,0,0,0,0,0,0,coil tubing on well,0,0,0,0,0,0,,,,,,,,
PINK84H,26092,93,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
PINK84H,26093,94,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
PINK84H,26094,95,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
PINK84H,26095,96,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
PINK84H,26096,97,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
PINK84H,26097,98,1,0,1870,0,0,0,0,0,0,0,0,0,coil tubing on well,0,0,0,0,0,0,,,,,,,,
PINK84H,26098,99,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
PINK84H,26099,100,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
PINK84H,26100,101,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
PINK84H,26101,102,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
PINK84H,26102,103,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
PINK84H,26103,104,1,0,1870,0,0,0,0,0,0,0,0,0,Coil Tub Rigged Down,0,0,0,0,0,0,,,,,,,,
PINK84H,26104,105,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
PINK84H,26105,106,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
PINK84H,26106,107,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
PINK84H,26107,108,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
PINK84H,26108,109,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
