well_name,flowback_days,liquid_rate,surface_pressure,temp,gor,water_cut,fbhp,sand_hr,cum_sand,choke
Griffin 2h,1,1,1981,100,0.1,0.99,6163.87,0,0,14
Griffin 2h,1.041666667,816,1964,100,0.1,1,6171.32,0,0,14
Griffin 2h,1.083333333,1128,1921,100,2.448,0.744680851,6145.03,0,0,16
Griffin 2h,1.125,1392,1994,100,3.135,0.862068966,6239.54,0,0,18
Griffin 2h,1.166666667,1848,1980,100,3.008,0.857142857,6268.55,0,0,20
Griffin 2h,1.208333333,1896,2057,100,3.524,0.848101266,6350.62,0,0,22
Griffin 2h,1.25,2376,2006,100,4.391,0.838383838,6355.97,0,0,25
Griffin 2h,1.291666667,2760,1966,100,3.081,0.808695652,6368.6,0,0,28
Griffin 2h,1.333333333,3048,1938,100,3.663,0.803149606,6384.16,0,0,30
Griffin 2h,1.375,3024,1940,100,3.856,0.80952381,6382.41,0,0,30
Griffin 2h,1.416666667,3096,1942,100,3.299,0.790697674,6395.78,0,0,30
Griffin 2h,1.458333333,3000,1938,100,3.894,0.808,6376.61,0,0,30
Griffin 2h,1.5,3048,1936,100,4.012,0.803149606,6382.08,14,14,30
Griffin 2h,1.541666667,2928,1924,100,3.567,0.795081967,6351.36,4,18,30
Griffin 2h,1.583333333,3000,1918,100,3.606,0.808,6356.6,10,28,30
Griffin 2h,1.625,2928,1911,100,4.021,0.803278689,6338.31,11,39,30
Griffin 2h,1.666666667,3024,1906,100,3.342,0.801587302,6348.31,8,47,30
Griffin 2h,1.708333333,3000,1892,100,3.268,0.8,6330.5,14,61,30
Griffin 2h,1.75,3072,1891,100,3.422,0.8125,6340.95,14,75,30
Griffin 2h,1.791666667,2808,1885,100,3.241,0.803418803,6294.33,15,90,30
Griffin 2h,1.833333333,3096,1872,100,3.372,0.813953488,6325.75,14,104,30
Griffin 2h,1.875,3120,1861,100,3.872,0.807692308,6318.42,13,117,30
Griffin 2h,1.916666667,1152,2285,100,0,0.666666667,6510.93,0,117,0
Griffin 2h,1.958333333,2136,1712,100,4.208,0.786516854,6031.2,15,132,30
Griffin 2h,2,3240,1845,100,3.73,0.82962963,6322.28,14,146,30
Griffin 2h,2.041666667,3336,1774,100,3.697,0.820143885,6267.12,17,163,33
Griffin 2h,2.083333333,3576,1735,100,4.077,0.818791946,6270.04,21,184,35
Griffin 2h,2.125,3672,1745,100,3.652,0.810457516,6297.63,26,210,35
Griffin 2h,2.166666667,3696,1691,100,3.369,0.805194805,6247.86,24,234,37
Griffin 2h,2.208333333,4056,1673,100,3.729,0.810650888,6299.41,31,265,38
Griffin 2h,2.25,3816,1678,100,4.058,0.811320755,6257.34,35,300,38
Griffin 2h,2.291666667,4080,1675,100,3.249,0.794117647,6306.17,32,332,38
Griffin 2h,2.333333333,3864,1670,100,3.9,0.813664596,6258.56,37,369,38
Griffin 2h,2.375,3888,1668,100,3.368,0.808641975,6261.25,34,403,38
Griffin 2h,2.416666667,4056,1667,100,3.788,0.804733728,6293.31,36,439,38
Griffin 2h,2.458333333,3912,1665,100,3.56,0.803680982,6262.82,32,471,38
Griffin 2h,2.5,3768,1650,100,3.257,0.802547771,6220.17,47,518,40
Griffin 2h,2.541666667,4152,1599,100,3.665,0.797687861,6244.42,142,660,40
Griffin 2h,2.583333333,4128,1605,100,4.117,0.819767442,6245.67,35,695,42
Griffin 2h,2.625,4272,1558,100,3.796,0.803370787,6228.14,53,748,45
Griffin 2h,2.666666667,4464,1501,100,3.885,0.806451613,6211.92,60,808,47
Griffin 2h,2.708333333,4536,1461,100,3.845,0.804232804,6187.5,60,868,49
Griffin 2h,2.75,4824,1440,100,3.608,0.7960199,6231.64,52,920,49
Griffin 2h,2.791666667,4848,1445,100,3.575,0.801980198,6242.35,62,982,50
Griffin 2h,2.833333333,4704,1426,100,3.743,0.795918367,6189.91,71,1053,52
Griffin 2h,2.875,4776,1409,100,3.982,0.804020101,6189.35,100,1153,54
Griffin 2h,2.916666667,4872,1388,100,3.727,0.793103448,6190.5,60,1213,57
Griffin 2h,2.958333333,4992,1365,100,3.073,0.75,6195.51,96,1309,57
Griffin 2h,3,5088,1366,100,3.884,0.811320755,6220.17,110,1419,57
Griffin 2h,3.041666667,4968,1359,100,3.819,0.806763285,6184.17,117,1536,57
Griffin 2h,3.083333333,4992,1336,100,3.956,0.807692308,6166.76,133,1669,59
Griffin 2h,3.125,4992,1351,100,3.261,0.769230769,6181.58,220,1889,59
Griffin 2h,3.166666667,4968,1345,100,3.708,0.801932367,6170.05,171,2060,59
Griffin 2h,3.208333333,5040,1338,100,3.648,0.8,6180.28,229,2289,59
Griffin 2h,3.25,4944,1330,100,3.945,0.805825243,6149.25,191,2480,59
Griffin 2h,3.291666667,5064,1333,100,3.359,0.781990521,6180.93,171,2651,59
Griffin 2h,3.333333333,5040,1325,100,3.531,0.795238095,6167.17,136,2787,59
