well_name,hour,date,csg_psi,tbg_psi,choke1,sep_psi,battery_sep_psi,oil,water,gas,wellhead_temp,flowline_psi,chlorides,sand,h2s,remarks,choke2
Janey 81h,544,43634.58333,801,0,64,0,144,135,216,5424,134,205,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every seven hours. ",0
Janey 81h,545,43634.625,800,0,64,0,145,136,215,5400,135,205,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every seven hours. ",0
Janey 81h,546,43634.66667,799,0,64,0,147,135,216,5376,135,205,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every seven hours. ",0
Janey 81h,547,43634.70833,799,0,64,0,147,136,218,5488,135,205,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every seven hours. ",0
Janey 81h,548,43634.75,797,0,64,0,149,137,226,5352,132,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every seven hours. ",0
Janey 81h,549,43634.79167,795,0,64,0,144,137,203,5376,130,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every eight hours. ",0
Janey 81h,550,43634.83333,795,0,64,0,144,135,222,5472,131,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every eight hours. ",0
Janey 81h,551,43634.875,794,0,64,0,138,135,226,5352,133,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every eight hours. ",0
Janey 81h,552,43634.91667,794,0,64,0,146,130,213,5352,132,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every eight hours. ",0
Janey 81h,553,43634.95833,792,0,64,0,144,138,216,5448,132,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every eight hours. ",0
Janey 81h,554,43635,791,0,64,0,139,134,220,5352,132,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every eight hours. ",0
Janey 81h,555,43635.04167,791,0,64,0,140,135,205,5352,130,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every eight hours. ",0
Janey 81h,556,43635.08333,790,0,64,0,140,132,216,5376,129,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every eight hours. ",0
Janey 81h,557,43635.125,788,0,64,0,144,133,215,5376,128,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every eight hours. ",0
Janey 81h,558,43635.16667,787,0,64,0,142,132,224,5250,129,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every eight hours. ",0
Janey 81h,559,43635.20833,786,0,64,0,141,140,214,5520,128,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every eight hours. ",0
Janey 81h,560,43635.25,786,0,64,0,142,139,220,5520,129,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every eight hours. ",0
Janey 81h,561,43635.29167,784,0,64,0,140,132,211,5304,130,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every eight hours. ",0
Janey 81h,562,43635.33333,784,0,64,0,141,131,207,5304,130,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every eight hours. ",0
Janey 81h,563,43635.375,783,0,64,0,141,133,212,5280,131,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every eight hours. ",0
Janey 81h,564,43635.41667,782,0,64,0,140,140,226,5520,134,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every eight hours. ",0
Janey 81h,565,43635.45833,782,0,64,0,140,140,225,5520,134,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every eight hours. ",0
Janey 81h,566,43635.5,780,0,64,0,141,136,223,5568,135,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every eight hours. ",0
Janey 81h,567,43635.54167,776,0,64,0,150,143,221,5568,136,205,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every eight hours. Took off second sand hog, rigged it down and moved it to the side of location.",0
Janey 81h,568,43635.58333,772,0,64,0,150,142,220,5640,136,205,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every eight hours. ",0
Janey 81h,569,43635.625,767,0,64,0,151,142,221,5664,136,205,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every eight hours. ",0
Janey 81h,570,43635.66667,764,0,64,0,156,138,220,5544,135,205,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every eight hours. ",0
Janey 81h,571,43635.70833,761,0,64,0,154,142,213,5448,135,205,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every eight hours. ",0
Janey 81h,572,43635.75,758,0,64,0,156,134,224,5520,136,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every eight hours. ",0
Janey 81h,573,43635.79167,756,0,64,0,151,146,220,5616,137,220,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every nine hours. ",0
Janey 81h,574,43635.83333,755,0,64,0,155,136,226,5472,136,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every nine hours. ",0
Janey 81h,575,43635.875,754,0,64,0,155,139,207,5400,133,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every nine hours. ",0
Janey 81h,576,43635.91667,752,0,64,0,156,136,227,5448,133,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every nine hours. ",0
Janey 81h,577,43635.95833,751,0,64,0,158,141,231,5640,132,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every nine hours. ",0
Janey 81h,578,43636,750,0,64,0,157,140,212,5448,130,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every nine hours. ",0
Janey 81h,579,43636.04167,749,0,64,0,161,135,214,5448,133,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every nine hours. ",0
Janey 81h,580,43636.08333,747,0,64,0,157,145,221,5400,131,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every nine hours. ",0
Janey 81h,581,43636.125,747,0,64,0,151,135,216,5400,128,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every nine hours. ",0
Janey 81h,582,43636.16667,745,0,64,0,155,141,217,5448,127,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every nine hours. ",0
Janey 81h,583,43636.20833,743,0,64,0,152,143,216,5568,127,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every nine hours. ",0
Janey 81h,584,43636.25,741,0,64,0,155,140,218,5448,130,210,29118,1,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every nine hours. ",0
Janey 81h,585,43636.29167,739,0,64,0,156,141,207,5400,132,210,29118,0.5,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 10 hours. ",0
Janey 81h,586,43636.33333,737,0,64,0,152,134,233,5352,132,210,29118,0.5,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 10 hours. ",0
Janey 81h,587,43636.375,737,0,64,0,150,138,203,5376,133,210,29118,0.5,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 10 hours. ",0
Janey 81h,588,43636.41667,735,0,64,0,152,139,219,5448,132,210,29118,0.5,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 10 hours. ",0
Janey 81h,589,43636.45833,735,0,64,0,156,133,210,5328,134,210,29118,0.5,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 10 hours. ",0
Janey 81h,590,43636.5,734,0,64,0,157,135,212,5352,134,210,29118,0.5,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 10 hours. ",0
Janey 81h,591,43636.54167,733,0,64,0,161,139,209,5256,134,215,29118,0.5,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 10 hours. ",0
Janey 81h,592,43636.58333,732,0,64,0,163,138,215,5304,134,215,29118,0.5,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 10 hours. ",0
Janey 81h,593,43636.625,731,0,64,0,167,137,217,5304,134,215,29118,0.5,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 10 hours. ",0
Janey 81h,594,43636.66667,730,0,64,0,179,139,203,5184,134,220,29118,0.5,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 10 hours. ",0
Janey 81h,595,43636.70833,729,0,64,0,169,132,232,5256,134,220,29118,0.5,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 10 hours. ",0
Janey 81h,596,43636.75,728,0,64,0,161,129,208,5304,138,225,29118,0.5,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 10 hours. ",0
Janey 81h,597,43636.79167,727,0,64,0,157,138,214,5280,137,220,29118,0.3,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 12 hours. ",0
Janey 81h,598,43636.83333,725,0,64,0,156,128,224,5352,135,225,29118,0.3,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 12 hours. ",0
Janey 81h,599,43636.875,725,0,64,0,153,130,224,5352,135,220,29118,0.3,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 12 hours. ",0
Janey 81h,600,43636.91667,724,0,64,0,152,134,212,5304,131,220,29118,0.3,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 12 hours. ",0
Janey 81h,601,43636.95833,723,0,64,0,149,130,229,5328,129,220,29118,0.3,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 12 hours. ",0
Janey 81h,602,43637,721,0,64,0,144,140,236,5376,130,210,29118,0.3,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 12 hours. ",0
Janey 81h,603,43637.04167,720,0,64,0,148,134,223,5280,130,210,29118,0.3,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 12 hours. ",0
Janey 81h,604,43637.08333,719,0,64,0,148,132,219,5280,129,210,29118,0.3,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 12 hours. ",0
Janey 81h,605,43637.125,718,0,64,0,147,132,233,5352,128,210,29118,0.3,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 12 hours. ",0
Janey 81h,606,43637.16667,717,0,64,0,152,132,219,5352,128,210,29118,0.3,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 12 hours. ",0
Janey 81h,607,43637.20833,715,0,64,0,146,138,228,5328,129,210,29118,0.3,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 12 hours. ",0
Janey 81h,608,43637.25,714,0,64,0,155,132,203,5232,131,210,29118,0.3,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 12 hours. ",0
Janey 81h,609,43637.29167,713,0,64,0,154,132,232,5376,133,210,29118,0.3,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 12 hours. ",0
Janey 81h,610,43637.33333,713,0,64,0,154,130,197,5136,133,210,29118,0.3,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 12 hours. ",0
Janey 81h,611,43637.375,712,0,64,0,156,129,216,5208,132,210,29118,0.3,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 12 hours. ",0
Janey 81h,612,43637.41667,712,0,64,0,156,133,212,5148,132,210,29118,0.3,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 12 hours. ",0
Janey 81h,613,43637.45833,711,0,64,0,158,132,214,5328,134,210,29118,0.3,0,"Flowing Well through SKO, manifold. Gas, H2O and Oil to facility.  Dumping sand traps once every 12 hours. ",0
Janey 81h,614,43637.5,711,0,64,0,156,130,212,5208,133,210,29118,0,0,0,0
