well_name,flowback_days,liquid_rate,surface_pressure,temp,gor,water_cut,fbhp,sand_hr,cum_sand,choke
Griffin 2h,4.083333333,4896,1327,100,4.123,0.818627451,4930.88,,3736,57
Griffin 2h,4.125,4872,1325,100,3.943,0.807881773,4911.74,,3736,57
Griffin 2h,4.166666667,4872,1330,100,3.521,0.798029557,4989.25,,3736,57
Griffin 2h,4.208333333,4824,1329,100,3.956,0.805970149,4902.6,,3736,57
Griffin 2h,4.25,4848,1325,100,3.906,0.806930693,4916.61,,3736,57
Griffin 2h,4.291666667,4872,1324,100,3.727,0.802955665,4944.65,,3736,57
Griffin 2h,4.333333333,4992,1311,100,3.554,0.802884615,4977.5,,3736,59
Griffin 2h,4.375,4776,1302,100,3.847,0.804020101,4879.84,,3736,59
Griffin 2h,4.416666667,4944,1305,100,3.171,0.800970874,5082.89,,3736,59
Griffin 2h,4.458333333,4800,1307,100,4.175,0.81,4829.88,,3736,59
Griffin 2h,4.5,4824,1299,100,3.991,0.805970149,4844.64,,3736,59
Griffin 2h,4.541666667,4752,1255,100,3.9,0.808080808,4812.7,94,3830,59
Griffin 2h,4.583333333,4872,1293,100,3.644,0.802955665,4921.31,,3830,59
Griffin 2h,4.625,4848,1295,100,3.633,0.801980198,4922.1,,3830,59
Griffin 2h,4.666666667,4896,1286,100,3.751,0.803921569,4883.14,,3830,59
Griffin 2h,4.708333333,4944,1281,100,3.562,0.800970874,4916.81,,3830,64
Griffin 2h,4.75,4704,1270,100,3.375,0.81122449,5017.41,,3830,64
Griffin 2h,4.791666667,4752,1273,100,4.11,0.823232323,4877.65,,3830,64
Griffin 2h,4.833333333,4824,1270,100,4.009,0.805970149,4792.33,,3830,64
Griffin 2h,4.875,4872,1264,100,3.768,0.807881773,4866.34,,3830,64
Griffin 2h,4.916666667,4824,1261,100,3.517,0.805970149,4927.94,,3830,64
Griffin 3h,1,3000,2169,100,4.632,0.848,6228.01,0,0,30
Griffin 3h,1.041666667,3408,2194,100,3.724,0.830985915,6259.61,0,0,30
Griffin 3h,1.083333333,3168,2176,100,4.613,0.840909091,6093.87,0,0,30
Griffin 3h,1.125,3216,2191,100,3.392,0.798507463,6191.41,0,0,30
Griffin 3h,1.166666667,3240,2205,100,4.059,0.822222222,6136.44,,0,30
Griffin 3h,1.208333333,3192,2211,100,4.094,0.827067669,6178.19,,0,30
Griffin 3h,1.25,3216,2233,100,3.298,0.813432836,6375.25,,0,30
Griffin 3h,1.291666667,3192,2216,100,3.428,0.804511278,6255.6,,0,30
Griffin 3h,1.333333333,3120,2210,100,3.491,0.815384615,6331.29,,0,30
Griffin 3h,1.375,3168,2206,100,3.95,0.810606061,6109.68,,0,30
Griffin 3h,1.416666667,3240,2193,100,3.162,0.807407407,6327.86,,0,30
Griffin 3h,1.458333333,3072,2191,100,4.277,0.8203125,6085.83,,0,30
Griffin 3h,1.5,3096,2198,100,4.146,0.813953488,6081.26,,0,30
Griffin 3h,1.541666667,3144,2196,100,3.939,0.816793893,6152.41,,0,30
Griffin 3h,1.583333333,3240,2195,100,3.278,0.8,6240.76,2,2,30
Griffin 3h,1.625,3096,2191,100,3.554,0.813953488,6287.13,,2,30
Griffin 3h,1.666666667,3144,2189,100,4.078,0.809160305,6043.33,,2,30
Griffin 3h,1.708333333,3072,2183,100,3.248,0.796875,6279.43,,2,30
Griffin 3h,1.75,3168,2180,100,3.716,0.803030303,6105.35,,2,30
Griffin 3h,1.791666667,3024,2176,100,4.582,0.817460317,5964.17,,2,30
Griffin 3h,1.833333333,3216,2166,100,3.837,0.805970149,6059.25,,2,30
Griffin 3h,1.875,3000,2155,100,3.516,0.808,6249.84,,2,30
Griffin 3h,1.916666667,3264,2154,100,3.9,0.816176471,6081.66,,2,30
Griffin 3h,1.958333333,3072,2151,100,4.078,0.8125,6042.14,,2,35
griffin 4h,1,3504,0,100,4.175,0.821917808,1204.12,0,0,27
griffin 4h,1.041666667,3576,0,100,3.406,0.798657718,1270.77,0,0,27
griffin 4h,1.083333333,2976,0,100,4.473,0.798387097,988.469,0,0,27
griffin 4h,1.125,3072,0,100,3.415,0.7578125,1032.21,0,0,27
griffin 4h,1.166666667,3120,0,100,3.218,0.776923077,1161.84,0,0,27
griffin 4h,1.208333333,3048,0,100,3.536,0.779527559,1084.32,0,0,27
griffin 4h,1.25,3216,0,100,3.588,0.78358209,1110.62,0,0,27
griffin 4h,1.291666667,3048,0,100,3.689,0.779527559,1052.86,0,0,27
griffin 4h,1.333333333,3120,0,100,3.277,0.776923077,1145.48,0,0,27
griffin 4h,1.375,2976,0,100,3.545,0.782258065,1085.1,0,0,27
griffin 4h,1.416666667,3168,0,100,3.641,0.787878788,1111.72,0,0,27
griffin 4h,1.458333333,2952,0,100,3.647,0.788617886,1086.92,0,0,27
griffin 4h,1.5,3048,0,100,3.492,0.787401575,1129.45,0,0,27
griffin 4h,1.541666667,3264,0,100,3.083,0.786764706,1270.59,0,0,27
griffin 4h,1.583333333,2976,0,100,3.923,0.798387097,1075.96,3,3,27
griffin 4h,1.625,3096,0,100,3.461,0.782945736,1122.62,,3,27
griffin 4h,1.666666667,3024,0,100,3.753,0.793650794,1095.24,,3,27
griffin 4h,1.708333333,3144,0,100,3.545,0.79389313,1159.06,,3,27
griffin 4h,1.75,3240,0,100,3.454,0.792592593,1187.55,,3,27
griffin 4h,1.791666667,2832,0,100,3.476,0.796610169,1150.92,,3,27
griffin 4h,1.833333333,3072,0,100,3.455,0.796875,1188.73,,3,27
griffin 4h,1.875,3096,0,100,3.639,0.798449612,1152.76,,3,27
griffin 4h,1.916666667,3048,0,100,3.9,0.803149606,1111.4,,3,27
griffin 4h,1.958333333,3000,0,100,3.612,0.8,1155.2,,3,32
griffin 4h,2,4056,0,100,3.816,0.810650888,1279.95,,3,32
griffin 4h,2.041666667,4464,0,100,3.29,0.811827957,1480.33,,3,32
griffin 4h,2.083333333,4128,0,100,3.5,0.802325581,1322.26,11,14,32
griffin 4h,2.125,4104,0,100,3.739,0.795321637,1225.94,,14,32
griffin 4h,2.166666667,4032,0,100,3.694,0.791666667,1212.04,,14,32
griffin 4h,2.208333333,4032,0,100,3.456,0.785714286,1240.86,,14,32
griffin 4h,2.25,4128,0,100,3.323,0.790697674,1310.45,,14,32
griffin 4h,2.291666667,4272,0,100,3.319,0.797752809,1364,,14,32
griffin 4h,2.333333333,3768,0,100,3.743,0.796178344,1194.58,,14,32
griffin 4h,2.375,3984,0,100,3.291,0.78313253,1267.46,,14,32
griffin 4h,2.416666667,4200,0,100,3.789,0.8,1246.54,,14,32
Magic 2h,1,1,1903,100,0.1,0.99,7103.89,0,0,18
Magic 2h,1.041666667,1584,2009,100,0.1,1,7209.86,0,0,18
Magic 2h,1.083333333,1944,2016,100,3.243,0.777777778,6185.36,0,0,21
Magic 2h,1.125,2208,2046,100,3.929,0.847826087,6388.02,0,0,23
Magic 2h,1.166666667,2592,2033,100,4.047,0.842592593,6306.22,0,0,25
Magic 2h,1.208333333,2784,1996,100,3.956,0.836206897,6193.07,0,0,27
Magic 2h,1.25,2856,1958,100,4.105,0.840336134,6105.34,0,0,29
Magic 2h,1.291666667,3288,1933,100,3.235,0.817518248,6032.44,0,0,30
Magic 2h,1.333333333,3120,1935,100,4.095,0.830769231,5887.97,0,0,30
Magic 2h,1.375,3192,1943,100,3.432,0.834586466,6132.92,0,0,30
Magic 2h,1.416666667,3288,1939,100,3.443,0.824817518,6014.13,0,0,30
Magic 2h,1.458333333,3096,1936,100,4.274,0.837209302,5893.54,0,0,30
Magic 2h,1.5,3192,1940,100,4.174,0.834586466,5870.04,3,3,30
Magic 2h,1.541666667,3144,1937,100,4.1,0.832061069,5888.65,7,10,30
Magic 2h,1.583333333,3168,1940,100,3.971,0.825757576,5877.92,4,14,30
Magic 2h,1.625,3216,1937,100,4.051,0.828358209,5851.64,4,18,30
Magic 2h,1.666666667,3096,1933,100,4.17,0.829457364,5859.05,3,21,30
Magic 2h,1.708333333,3168,1937,100,3.748,0.825757576,5955.49,4,25,30
Magic 2h,1.75,3168,1933,100,3.973,0.833333333,5932.06,4,29,30
Magic 2h,1.791666667,3072,1933,100,3.903,0.828125,5954.54,4,33,30
Magic 2h,1.833333333,3168,1933,100,3.665,0.825757576,5980.47,3,36,30
Magic 2h,1.875,3144,1933,100,3.591,0.824427481,6007.12,4,40,30
Magic 2h,1.916666667,3000,1928,100,3.682,0.824,6020.14,4,44,30
Magic 2h,1.958333333,3192,1926,100,3.663,0.827067669,5970.65,5,49,30
Magic 2h,2,3144,1926,100,4.265,0.832061069,5819.08,3,52,30
Magic 2h,2.041666667,3528,1853,100,3.801,0.823129252,5770.27,6,58,33
Magic 2h,2.083333333,3624,1821,100,4.5,0.82781457,5594.07,8,66,35
Magic 2h,2.125,3864,1810,100,3.999,0.826086957,5683.57,11,77,35
Magic 2h,2.166666667,3960,1773,100,3.519,0.812121212,5686.41,9,86,37
Magic 2h,2.208333333,4056,1778,100,4.069,0.828402367,5639.71,15,101,37
Magic 2h,2.25,3888,1773,100,3.614,0.814814815,5673.58,24,125,37
Magic 2h,2.291666667,4128,1776,100,3.827,0.813953488,5615.31,27,152,37
Magic 2h,2.333333333,3960,1770,100,3.867,0.818181818,5619.96,29,181,37
Magic 2h,2.375,3936,1764,100,3.81,0.823170732,5653.46,32,213,37
Magic 2h,2.416666667,4008,1756,100,4.155,0.826347305,5578.96,30,243,37
