Q_liq,psi,temp,gor,wcut,ID,TVD,fbhp
2437,456.96,100,1.489,0.482560525,6.094,9937,2990.85
2920,457.05,100,1.339,0.58630137,6.094,9638,3046.34
4353,462.62,100,1.4,0.564208592,6.094,9897,3022.62
9179,463.83,100,1.424,0.903148491,6.094,10300,4493.89
3617.3,464.98,100,3.169,0.759129738,6.094,9510,2275.92
3945.5,465.07,100,3.033,0.818578127,6.094,9487,2859.96
3017,465.74,100,1.394,0.606562811,6.094,10081,3310.74
2419,467.23,100,1.576,0.489458454,6.094,9937,3015.6
3151,468.67,100,1.472,0.607743573,6.094,9684,3178.9
3476,468.69,100,1.324,0.569044879,6.094,9592,3128.27
3929.3,474.46,100,3.126,0.819255338,6.094,9487,2893.55
3146,476.29,100,1.3,0.606166561,6.094,10081,3343.64
3881.5,476.87,100,3.066,0.757181502,6.094,9510,2314.1
2509,478.56,100,1.54,0.497807892,6.094,9937,3045.48
9517,478.7,100,1.426,0.904066407,6.094,10300,4523.94
4446,479.75,100,1.565,0.573774179,6.094,9897,3070.1
3255,480.98,100,1.463,0.60952381,6.094,9684,3206.02
3687,483.48,100,1.293,0.574993219,6.094,9592,3166.56
4242.7,484.64,100,2.953,0.819525302,6.094,9487,2929.08
3316,487.71,100,1.286,0.605548854,6.094,10081,3385.17
3654.2,487.85,100,3.313,0.808713261,6.094,9900,2837.16
3918.2,489.74,100,3.076,0.754683273,6.094,9510,2355.96
2724,490.75,100,1.403,0.483480176,6.094,9937,3079.98
2781,491.02,100,1.378,0.586120101,6.094,9638,3167.07
3159,493.49,100,1.52,0.606837607,6.094,9684,3234.6
4614,494.75,100,1.443,0.576506285,6.094,9897,3109.84
3630.1,495.62,100,3.359,0.807057657,6.094,9900,2860.5
4286.8,496.2,100,3.043,0.820192218,6.094,9487,2967.33
4308,497.44,100,3.06,0.746518106,6.094,9510,2485.54
3823,498.13,100,1.251,0.577556892,6.094,9592,3206.86
3205,499.33,100,1.401,0.605928237,6.094,10081,3412.56
10081,501.74,100,1.417,0.905465728,6.094,10300,4562.25
4105,502.93,100,3.034,0.724969549,6.094,9510,2393.21
3785.1,503.82,100,3.259,0.807481969,6.094,9900,2884.62
2781,506.33,100,1.351,0.498022294,6.094,9937,3132.97
3413,507.2,100,1.474,0.611778494,6.094,9684,3266.26
3401,507.42,100,1.335,0.608938547,6.094,10081,3446.73
2966,508.06,100,1.353,0.585974376,6.094,9638,3209.58
4388,508.85,100,2.485,0.820419325,6.094,9487,3005.24
4743,511.84,100,1.433,0.574530888,6.094,9897,3159.74
3797.6,512.35,100,3.344,0.809353276,6.094,9900,2908.8
4016,514.38,100,1.225,0.580926295,6.094,9592,3249.48
2870,516.5,100,1.442,0.501393728,6.094,9937,3161.71
4168,518.3,100,2.916,0.737044146,6.094,9510,2436.18
4514,522.01,100,3.28,0.818785999,6.094,9487,3047.67
3942,522.09,100,3.25,0.807711821,6.094,9900,2934.8
3496,522.18,100,1.469,0.612414188,6.094,9684,3305.62
3459,523.6,100,1.271,0.610581093,6.094,10081,3502.21
3016,524.28,100,1.391,0.589522546,6.094,9638,3251.5
6392,528.18,100,2.175,0.807259074,6.094,10282,4084.11
10618,528.92,100,1.397,0.904972688,6.094,10300,4605.04
2969,530.57,100,1.446,0.515661839,6.094,9937,3196.83
4847,531.56,100,1.409,0.570249639,6.094,9897,3216.05
3953.8,531.74,100,3.271,0.807324599,6.094,9900,2962.15
3998,531.97,100,1.232,0.585292646,6.094,9592,3299.06
4627,536.85,100,2.738,0.819537497,6.094,9487,3090.72
4034.4,540.84,100,3.271,0.808025977,6.094,9900,2989.48
3541,541.57,100,1.474,0.611409206,6.094,9684,3350.73
3116,543.82,100,1.35,0.593068036,6.094,9638,3291.45
3493,544.24,100,1.297,0.610363584,6.094,10081,3554.91
3114,544.86,100,1.456,0.517983301,6.094,9937,3240.9
4031.3,551.85,100,3.374,0.809044229,6.094,9900,3019.44
4140,552.5,100,1.26,0.585990338,6.094,9592,3348.49
5105,552.6,100,1.397,0.571204701,6.094,9897,3277.57
4849,552.87,100,2.8,0.821612704,6.094,9487,3137.71
4719,559.93,100,2.726,0.74761602,6.094,9510,2602.31
11300,561,100,1.335,0.906283186,6.094,10300,4654.6
3264,561.87,100,1.413,0.518995098,6.094,9937,3295.11
3520,562.72,100,1.267,0.609659091,6.094,10081,3594.71
4346.6,562.79,100,3.173,0.808217917,6.094,9900,3049.31
3356,564.48,100,1.317,0.592371871,6.094,9638,3338.66
3404,568.87,100,1.499,0.617802585,6.094,9684,3447.53
4937,570.29,100,2.672,0.811829046,6.094,9487,3191.02
4461.8,572.09,100,3.085,0.805056255,6.094,9900,3082.1
4221,575.49,100,1.275,0.583511016,6.094,9592,3409.05
3599,577.79,100,1.333,0.617115866,6.094,10081,3623.58
5196,582.83,100,1.388,0.571593533,6.094,9897,3368.17
3448,583.65,100,1.386,0.512470998,6.094,9937,3357.52
3167,586.91,100,1.506,0.59898958,6.094,9638,3387.86
4143.2,587.69,100,3.311,0.805898822,6.094,9900,3115.24
5181,589.47,100,3.05,0.815286624,6.094,9487,3244.41
1385,591.45,100,1.365,0.615884477,6.094,9684,3436.88
3581,591.66,100,1.424,0.615749791,6.094,9684,3493.56
11855,592.29,100,1.39,0.9056938,6.094,10300,4708.53
4894,594.69,100,2.59,0.750306498,6.094,9510,2673.42
3716,595.9,100,1.329,0.623250807,6.094,10081,3668.56
4588,600.4,100,3.091,0.806451613,6.094,9900,3149.19
4576,602.83,100,1.201,0.581949301,6.094,9592,3476.34
5399,610.04,100,3.216,0.817929246,6.094,9487,3301.88
3486,610.99,100,1.402,0.605851979,6.094,9638,3442.7
3663,613.93,100,1.268,0.608517609,6.094,9684,3550.3
3621,613.94,100,1.374,0.518088926,6.094,9937,3437.96
4454.3,614.15,100,3.299,0.807848596,6.094,9900,3185.19
3869,614.86,100,1.332,0.625484621,6.094,10081,3709.33
5129,618.92,100,2.924,0.748683954,6.094,9510,2738
5297,620.12,100,1.374,0.573343402,6.094,9897,3470.22
4600.1,628.83,100,3.25,0.807178105,6.094,9900,3223.39
5625,634.5,100,3.076,0.8192,6.094,9487,3363.32
4117,634.99,100,1.248,0.626184115,6.094,10081,3753.19
3624,636.96,100,1.5,0.609271523,6.094,9638,3503.08
4503,640.23,100,1.146,0.556295803,6.094,9592,3570.02
3733,644.9,100,1.353,0.536833646,6.094,9937,3507.73
4602.5,645.02,100,3.328,0.807604563,6.094,9900,3263.04
5466,648.07,100,2.958,0.75521405,6.094,9510,2822.97
12694,653.66,100,1.378,0.904994486,6.094,10300,4774.83
3463,658.53,100,1.466,0.60034652,6.094,9684,3683.54
4091,660.28,100,1.307,0.626986067,6.094,10081,3804.13
4004,660.48,100,1.403,0.620879121,6.094,9684,3648.55
5914,660.84,100,3.112,0.819749746,6.094,9487,3432.34
4588.7,661.06,100,3.445,0.807941247,6.094,9900,3304.6
5388,661.33,100,1.328,0.576651819,6.094,9897,3573.72
7229,662.86,100,1.344,0.81339051,6.094,10282,4452.483
3785,665.85,100,1.396,0.608718626,6.094,9638,3566.55
5393,670.94,100,3.609,0.805488596,6.094,9900,3493.37
